,DPR412_classification,construction_year,degree_days,floors,net_area,heat_loss_surface,heated_usable_area,cooled_usable_area,heated_gross_volume,cooled_gross_volume,total_opaque_surface,total_glazed_surface,average_opaque_surface_transmittance,average_glazed_surface_transmittance,yie,Cm,surface_to_volume_ratio,Asol,system_type,energy_vectors_used,nominal_power,installation_year,EPh,QHnd,QHimp,total_effective_ventilation_flow,ventilation_type,air_changes,EPv,EPc,EPl,EPt,EPgl,EPw,Interfloor,system_performance,corridor,aereo,theoric_nominal_power,Area_check,air_changes_max
1874,5,1650,2646,,817.2499,2245.63,817.25,360.78,4489.01,1758.01,2061.65,183.98,1.055,4.3427,0.0683,446449.2,0.5003,92.01,0,"
						",4306.7,2019.0,359.856,167796.74,167796.74,0.0,0,0.64,0.0,0.0,112.1462,0.0,472.0022,0.0,5.4928234934230655,0.571,7769.365834821356,27.241666666666667,59.48021392000001,True,10.81411046088113
1875,4,1909,2838,0.0,433.85,1157.27,433.85,433.85,2351.99,2351.99,1042.83,144.08,0.5733,1.1504,0.0768,277174.2,0.492,9.65,1,"
						",41.3,2020.0,110.2786,37002.7,36981.8,0.0,0,0.3438,0.0,0.0,41.0742,0.0,154.1406,2.7878,5.421205485766969,0.773,4090.577027310014,14.461666666666668,15.27208142,True,10.95697260617605
1876,4,1900,2463,1.0,70.85,69.04,70.85,0.0,402.65,0.0,39.9,11.23,1.0456,2.5807,0.0619,23673.46,0.1715,0.03,1,,424.35,2012.0,71.5922,3964.52,3958.28,171.62,0,0.36,0.0,0.0,26.5327,61.441,168.07,8.5086,5.683133380381087,0.78,707.1497877380425,2.3616666666666664,1.41401402,True,10.451980628337266
1881,4,1994,2815,0.0,1020.595,1554.95,1020.59,715.32,4580.0,3073.13,1335.01,219.94,0.635,2.7589,0.1054,345701.8,0.3395,28.88,1,"
						",230.54,2016.0,123.7033,88584.66,88537.24,0.0,0,0.4758,0.0,41.0395,0.0,0.0,172.8177,8.0749,4.487600309624825,0.701,8327.452025735076,34.019666666666666,29.090476319999997,True,13.236472925764193
1882,5,1985,2621,0.0,1720.75,2380.77,1720.75,0.0,7178.74,0.0,2074.79,305.98,1.6136,1.1,0.7522,298822.7,0.3316,158.37,1,,190.1,2015.0,122.0194,178439.97,178418.85,2710.7835,0,0.5251,0.0,0.0,65.8086,4.2851,192.5112,0.3981,4.1718669184948425,0.85,13305.791027112075,57.358333333333334,73.68918287999999,True,14.23822982863288
1883,13,1980,2751,,6364.13,10713.86,6364.13,509.59,29392.61,2198.16,9144.04,1569.82,1.127,3.0007,0.4245,1881086.0,0.3645,262.64,1,"
						",852.14,2010.0,218.8088,941610.87,913360.17,4758.6074,2,1.1016,1.1015,5.2211,45.4329,1.3954,272.8605,0.9008,4.618480452159211,0.656,52968.28327081384,212.13766666666666,300.31783908,True,12.861373045809813
1884,13,1960,2617,,4186.889,6928.42,4186.89,0.0,21075.89,0.0,6455.62,472.8,1.2569,5.6287,0.2046,1604045.0,0.3287,290.94,19,"
						",900.0,2017.0,128.0542,743589.18,743575.22,0.0,0,0.3512,0.0,0.0,41.8794,1.0307,171.5439,0.5796,5.033781637444499,1.387,37171.65475576505,139.56300000000002,215.50636276,True,11.800273487857455
1886,11,1990,2701,0.0,165.78,1582.53,556.09,103.8,1787.29,214.32,1550.92,22.97,1.144,1.3,0.513,245925.94,0.8854,0.0,3,,216.6,1994.0,357.93,132090.67,114928.42,0.6298,0,3.44,0.0,0.0,14.04,0.0,374.16,2.18,3.214030103040874,0.577,3595.4017027122236,18.536333333333335,36.0822696,True,18.481469711126902
1888,13,2009,2793,0.0,1210.84,3887.56,1210.84,1210.84,7092.71,7092.71,3753.42,134.14,0.2948,3.3084,0.1108,625769.4,0.5481,20.25,1,"
						",178.56,2009.0,125.9778,125155.52,123366.93,0.0,0,0.5194,0.0,0.0,12.8519,0.0,151.389,12.5594,5.857677314921873,0.809,12093.313186983527,40.36133333333333,31.005939839999996,True,10.140538101797478
1896,5,1974,2733,0.0,3311.56,5576.63,3311.56,2207.68,11969.17,8063.19,5073.08,167.69,1.4078,3.4221,0.4058,1019938.42,0.4659,0.02,1,,454.0,2018.0,240.957,618341.09,617756.47,14243.01,0,1.09,0.0,0.0102,13.8396,0.0,265.71,10.9082,3.6143599995168443,0.774,23131.947576122584,110.38533333333334,154.31467945999998,True,16.434444827836852
1897,13,1970,2578,,650.69,9199.68,4629.07,1876.61,21241.59,7970.48,8172.25,1027.43,0.3533,3.7384,0.051,1733210.0,0.4331,214.55,1,"
						",457.67,2019.0,216.2558,662546.37,662400.82,0.0,0,0.7708,0.0,0.0,20.7005,0.5225,242.1517,4.6728,4.588738126664752,0.662,38347.59574926372,154.30233333333334,134.56400474,True,12.944735210499777
1899,4,1990,3111,0.0,430.99,973.75,430.99,430.99,1912.82,1912.82,903.41,70.34,1.2841,4.8865,0.3284,258802.5,0.5091,32.26,2,"
						",194.88,2003.0,362.7754,106212.73,106189.01,0.0,0,0.9241,0.0,0.0,0.0,0.0,371.5277,8.7523,4.43820042228358,0.679,3495.882430724215,14.366333333333333,30.075703819999998,True,13.383802971528947
