DPR412_classification,construction_year,degree_days,floors,net_area,heat_loss_surface,heated_usable_area,cooled_usable_area,heated_gross_volume,cooled_gross_volume,total_opaque_surface,total_glazed_surface,average_opaque_surface_transmittance,average_glazed_surface_transmittance,yie,Cm,surface_to_volume_ratio,Asol,system_type,nominal_power,installation_year,EPh,QHnd,QHimp,total_effective_ventilation_flow,ventilation_type,air_changes,EPv,EPc,EPl,EPt,EPgl,EPw,Interfloor,system_performance,corridor,aereo,theoric_nominal_power,Area_check,air_changes_max,cluster
11,1900,2939,1.0,126.84,310.5,126.84,0.0,610.43,0.0,521.37,6.54,0.7615,3.0748,0.1776,30367.74,0.5087,0.03,0,24.0,2002.0,176.5294,17865.53,17822.39,2796.33,0,1.09,0.0,0.0,28.4738,0.0,222.42,17.4213,4.812598549353516,0.796,1102.6728344077503,4.228,8.34264894,True,12.342604393624168,1
13,1930,2939,,1831.52,4519.44,1831.52,0.0,10963.92,0.0,4159.76,359.68,1.054,4.0748,0.1488,1228139.0,0.4122,175.9,1,288.9,2007.0,283.9184,382495.63,382481.12,0.0,0,0.9102,0.0,0.0,53.9404,1.9582,340.9586,1.1415,5.98624093648991,0.736,18597.71314141412,61.050666666666665,117.00022208,True,9.922754635203468,1
8,1970,3424,0.0,123.0,571.57,123.0,0.0,443.45,0.0,468.43,24.42,2.1274,3.3067,1.0491,25638.3,1.2889,0.07,1,24.0,2018.0,223.3796,69490.28,69477.51,563.85,0,0.97,0.0,0.0,0.0,0.0,229.12,5.7378,3.605284552845528,2.529,868.1057761391567,4.1,21.54575192,True,16.475814635246365,1
13,1985,2939,,1546.45,4714.04,1546.45,0.0,6988.42,0.0,4645.44,68.6,0.6721,3.8761,0.5172,777817.9,0.6746,35.15,19,485.45,2002.0,162.3504,230936.43,224561.23,2182.5872,2,1.1782,32.3147,0.0,35.3852,0.0,231.9221,1.8719,4.519008050696757,0.894,12676.09803190403,51.54833333333333,67.76201368,True,13.144477578622922,1
13,2000,2939,,711.8201,2389.09,711.82,0.0,3090.18,0.0,2258.03,131.06,0.7836,2.9503,0.1799,394200.1,0.7731,79.65,1,169.12,2007.0,228.1893,128182.94,127995.9,0.0,0,0.3552,0.0,0.0,37.8695,0.0,288.65,22.5912,4.341237953415189,0.788,5672.7813882788505,23.727333333333338,43.12117252,True,13.68273304467701,1
8,1870,3086,0.0,338.75,1406.43,338.75,0.0,1948.68,0.0,1362.44,40.45,1.1351,2.6587,0.1018,241072.59,0.7217,0.02,1,460.0,2008.0,1014.86,226954.92,225450.95,6342.9337,1,5.3498647770223,15.84,0.0,50.77,0.0,1256.35,174.88,5.752560885608856,0.656,3348.143031494036,11.291666666666666,33.08100118000001,True,10.325835950489562,1
13,1900,2975,,274.22,790.86,274.22,0.0,1347.29,0.0,754.63,36.23,0.884,5.6303,0.063,130490.5,0.587,11.25,1,90.2,2020.0,410.1497,72666.92,72642.77,0.0,0,0.64,0.0,0.0,21.1921,0.0,446.6429,15.3011,4.91317190576909,0.646,2404.2066475002534,9.140666666666668,17.421573780000003,True,12.089949454089322,1
4,1960,2939,0.0,74.14,205.45,74.14,0.0,303.48,0.0,149.53,14.73,1.0844,4.028,0.5523,17844.45,0.677,0.02,1,204.8,2017.0,163.7031,11648.28,11648.28,184.4,0,0.49,0.0,0.0,22.9288,0.0,190.85,4.2164,4.093336930132183,0.96,577.269313115978,2.4713333333333334,4.4296554399999994,True,14.51138790035587,1
8,1930,3028,0.0,108.43,481.22,108.43,0.0,507.92,0.0,349.96,27.51,1.681,4.0222,0.3889,31387.65,0.9474,0.1,1,33.7,2019.0,811.6953,68660.53,67902.7,3152.74,0,6.39,0.0,0.0,28.5151,0.0,1038.5,198.2988,4.684312459651387,0.772,925.790999394458,3.6143333333333336,13.978669639999998,True,12.680622932745312,1
4,1818,3062,0.0,1332.99,3569.25,1332.99,0.0,6591.5,0.0,2644.21,248.75,1.3143,2.9118,0.2,385748.66,0.5415,0.03,1,227.4,2009.0,320.1685,296512.62,296512.62,2123.16,0,0.5,0.0,0.0,69.0852,0.0,399.87,8.6344,4.944898311315163,0.695,11686.479733693634,44.433,83.99190906000001,True,12.012380490025034,1
13,1980,3191,,232.08,1432.83,646.97,0.0,2821.62,0.0,1342.42,115.29,0.2083,1.1227,0.0125,240118.4,0.5078,9.95,5,44.55,2023.0,33.9511,46259.86,15825.14,5090.011,1,0.64,3.1224,0.0,17.4115,0.0,54.8949,0.4099,4.361284139913751,0.72,5174.50455009416,21.56566666666667,8.181243380000002,True,13.619841793012526,1
4,1970,3346,,102.26,348.51,102.26,0.0,457.92,0.0,329.84,33.8,1.6365,2.4637,0.0984,71459.45,0.7611,3.78,1,23.8,2021.0,540.4696,42326.55,42298.3,0.0,0,0.5056,0.0,0.0,31.5069,0.0,582.6386,10.6621,4.4779972618814785,0.765,845.1609685298305,3.408666666666667,12.4611244,True,13.264858490566038,1
4,1988,2997,0.0,920.4,2229.85,1024.24,122.94,4399.06,472.9,2086.47,202.28,0.8622,4.9063,0.0982,318316.5,0.5069,44.96,0,104.0,2005.0,274.1407,181066.75,180875.45,0.0,0,0.4895,0.0,0.0981,15.5006,0.0,294.6068,4.8674,4.294950402249473,0.644,8093.514928726129,34.141333333333336,55.82801595999999,True,13.830194632489668,1
8,1800,3079,0.0,164.149,437.05,164.15,0.0,755.55,0.0,389.25,34.53,1.5768,2.8739,0.4857,46940.76,0.5785,10.67,1,24.0,2010.0,540.0698,59229.98,50541.17,621.772,3,1.0153,103.3169,0.0,42.9295,0.0,707.6155,21.2993,4.602802314955833,0.57,1376.2304999681232,5.471666666666667,14.260103340000002,True,12.905181655747471,1
4,1950,3365,,1019.93,1907.57,1019.93,0.0,4784.83,0.0,1774.81,214.08,1.2216,3.4114,0.2614,465464.0,0.3987,54.46,1,278.0,2020.0,245.4751,180412.48,179565.17,0.0,0,0.5711,0.0,0.0,57.448,2.9825,312.0863,6.1808,4.691331758061828,0.717,8599.74244488659,33.99766666666667,57.96840816,True,12.66164983917924,1
8,1966,4316,0.0,95.8,592.94,95.8,0.0,487.45,0.0,514.07,20.57,0.7576,1.4965,0.0774,11152.02,1.2164,5.9,0,22.0,2021.0,870.9353,101426.03,101409.75,3629.6,0,5.69,0.0,0.0,22.2301,0.0,916.25,23.0822,5.088204592901879,1.215,872.3932959492483,3.193333333333334,8.404848740000002,True,11.674058877833623,1
4,1900,2975,,2214.19,6731.71,2763.47,0.0,14762.14,0.0,6186.22,545.49,0.8918,4.2351,0.0666,1376390.0,0.456,205.53,0,440.6,1989.0,334.1315,611884.54,611737.72,0.0,0,0.3807,0.0,0.0,40.0511,1.9447,385.3593,9.2321,5.3418853832319515,0.663,25675.686198785355,92.11566666666666,156.5415139,True,11.119669505911746,1
13,1942,3239,,120.04,1389.93,445.62,445.62,2517.79,2517.79,1292.5,97.43,1.2086,2.5959,0.3628,229337.1,0.552,21.47,1,73.27,2017.0,312.3349,119297.7,119293.61,0.0,0,0.64,0.0,0.0,28.4996,0.0,342.2914,1.4569,5.650083030384632,0.857,4337.786373122161,14.854,36.30068074,True,10.513119839224084,1
4,1900,3236,1.0,192.19,575.42,192.19,0.0,856.45,0.0,542.23,28.22,1.4229,2.9535,0.0508,110430.92,0.6719,0.03,1,23.8,2018.0,377.76,56842.38,56842.38,293.4411,0,0.555194487422871,0.0,0.0,135.52,0.0,516.29,3.0,4.456267235548156,0.783,1570.9688792260245,6.406333333333333,17.097736740000002,True,13.32954171288458,1
6,2017,3254,0.0,328.25,1095.04,328.25,328.25,1528.7,1528.7,1045.29,76.25,0.4079,1.7827,0.1118,147843.9,0.7163,13.52,1,34.0,2017.0,136.7193,35775.87,35769.03,0.0,0,1.7168,0.0,0.0,55.2057,0.0,192.5334,0.6084,4.657121096725057,0.797,2762.17407646847,10.941666666666666,11.24609332,True,12.754660822921435,1
4,1953,2997,0.0,110.52,646.11,291.66,0.0,1272.35,0.0,499.65,41.67,0.9018,1.2,0.3922,87437.93,0.5078,0.04,1,72.6,2012.0,222.8455,47348.03,47248.1,912.73,0,1.34,0.0,0.0,22.3147,0.0,264.38,19.2203,4.3624425701158875,0.727,2340.3535292607353,9.722,10.0117674,True,13.616225095296103,1
4,1920,4030,1.0,93.3,151.2,93.3,0.0,381.6,0.0,111.36,39.84,2.3353,2.818,0.4397,103021.88,0.3962,0.07,0,104.0,2004.0,493.51,345828.15,29970.87,0.0421,0,0.550940883444504,0.0,0.0,0.0,0.0,596.59,103.08,4.090032154340836,0.651,722.8584685560456,3.11,7.44656256,True,14.523113207547167,1
13,1995,2939,,503.17,1515.19,503.17,0.0,2062.19,0.0,1422.8,146.84,1.1223,2.8967,0.5047,174247.8,0.7347,42.89,1,46.89,2004.0,316.6027,124387.57,124380.87,0.0,0,1.3198,0.0,0.0,58.4167,0.0,376.9371,1.9177,4.098396168293022,0.781,3850.133250520383,16.772333333333332,40.44319736,True,14.493474413123913,1
13,1980,2939,,1450.62,4133.19,1450.62,0.0,7463.64,0.0,3905.0,228.19,0.6275,3.0858,0.2656,826153.3,0.5538,130.46,19,200.0,2002.0,181.7084,225606.52,225593.12,0.0,0,0.3924,0.0,0.0,41.2912,2.1458,226.4758,1.3304,5.145137941018324,0.856,13104.34285568352,48.354,63.09072403999999,True,11.544879978133991,1
13,1900,2975,,2934.88,5242.47,3106.22,151.37,15641.06,717.13,4604.65,637.82,1.074,3.4421,0.0849,865006.8,0.3352,239.52,0,659.0,1997.0,283.8064,593596.0,593501.69,0.0,0,0.64,0.0,0.1791,17.4001,0.9687,304.9445,2.5903,5.035399939476277,0.673,27587.95658741533,103.54066666666668,142.81668643999998,True,11.796481056910466,1
13,1900,3294,0.0,1075.53,2347.69,1075.53,0.0,5705.74,0.0,1671.61,254.8,1.9929,2.938,0.46,527417.55,0.4115,0.08,1,113.0,2009.0,381.0333,315503.1,315503.1,2016.81,0,0.5,0.0,0.0,33.301,0.0,442.83,28.4962,5.305049603451321,0.77,9949.714761213454,35.851,81.59907937999999,True,11.19687928296768,1
13,1930,3025,0.0,795.61,2441.23,795.61,795.61,4448.79,4448.79,2264.53,227.41,0.7027,3.6989,0.1222,446447.4,0.5487,73.18,1,282.54,2017.0,259.6384,164215.4,164203.43,0.0,0,0.497,0.0,0.0,28.1333,7.1002,296.2013,1.3294,5.5916717989969955,0.795,7669.232922373734,26.520333333333333,48.6490416,True,10.622941069369425,1
8,1967,3273,0.0,200.55,559.5,200.55,0.0,856.83,0.0,449.42,24.58,1.0186,1.9342,0.1205,42716.19,0.653,0.02,1,27.3,2019.0,641.9489,122941.34,122695.42,6043.47,0,5.5,0.0,0.0,12.1826,0.0,697.23,43.089,4.272400897531788,0.953,1589.0048771112,6.6850000000000005,10.10643696,True,13.903189664227444,1
4,1900,3028,1.0,417.51,1123.93,417.51,0.0,2055.56,0.0,1019.2,123.2,0.485,1.0803,0.0921,240264.3,0.5468,7.74,1,69.06,2023.0,127.3383,43796.42,43796.42,0.0,0,0.64,0.0,0.0,39.8155,0.0,167.1538,0.0,4.923379080740581,0.824,3658.5035480949346,13.917,12.5480992,True,12.06488450835782,1
8,1972,3484,0.0,113.28,383.09,113.28,0.0,575.17,0.0,309.6,19.08,1.2927,4.1199,0.2008,30621.38,0.6661,5.37,1,29.0,2010.0,855.1638,80375.02,80303.86,3979.32,0,5.3,0.0,0.0,42.7258,0.0,934.55,36.6641,5.077418785310734,0.829,1027.1265199218235,3.776,9.57655224,True,11.698857729019249,1
6,1920,3085,1.0,395.27,1146.84,395.27,0.0,2325.95,0.0,1008.1,138.74,0.8386,2.6319,0.1156,243068.8,0.4931,39.35,1,95.1,2022.0,451.6508,136255.14,136235.33,0.0,0,4.1663,0.0,0.0,45.4793,0.0,505.0997,7.9696,5.884458724416222,0.763,3973.806321909682,13.175666666666666,24.21084932,True,10.09438637975881,1
4,1970,4694,0.0,60.0,224.3,60.0,0.0,258.1,0.0,205.9,18.4,0.9413,2.1906,0.4366,34657.2,0.869,0.05,0,67.2,1994.0,521.13,25209.69,20727.55,0.0,0,0.65382521037945,0.0,0.0,0.0,0.0,521.13,0.0,4.301666666666667,0.663,486.80577519379847,2.0,4.6824142,True,13.808601317318868,1
13,1973,3085,0.0,1432.65,3668.77,1432.65,1432.65,5792.21,5792.21,3399.27,396.02,1.3559,0.96,0.4694,629090.2,0.6334,158.52,31,348.16,2004.0,318.5819,320406.47,319514.78,0.0,0,1.499,0.0,0.0,15.2507,0.0,335.5631,1.7305,4.043004222943496,0.7,10833.597772358751,47.755,99.78498786,True,14.692045005274329,1
13,2000,3197,,2649.04,2635.68,2649.04,226.28,8834.55,734.43,2308.33,327.35,0.8832,3.601,0.268,805602.8,0.2983,58.61,1,571.52,2022.0,226.2675,470600.27,469913.87,0.0,0,0.64,0.0,0.0,48.8924,1.2354,277.4041,1.0087,3.3350006039923894,0.784,17518.724071579418,88.30133333333333,64.35008812,True,17.811091227057407,1
13,2005,3110,,1454.69,3500.78,1454.69,0.0,8342.79,0.0,3330.06,170.72,0.7165,1.8882,0.3742,680080.6,0.4196,35.22,1,148.8,2017.0,127.2804,199280.9,199214.84,0.0,0,0.3379,0.0,0.0,62.9673,0.0,192.8075,2.5598,5.735098199616414,1.076,14287.115294598852,48.48966666666667,54.16682988,True,10.357276882194084,1
4,1950,3110,,832.0999,1725.52,832.1,0.0,3772.97,0.0,1593.85,156.14,0.5335,1.2787,0.0039,519026.5,0.4573,21.62,1,107.25,2017.0,76.5255,55378.66,55332.85,0.0,0,0.4851,0.0,0.0,44.4017,0.0,126.9074,5.9803,4.534274726595361,0.869,6843.887630381337,27.736666666666668,20.999503859999997,True,13.100220780976262,1
7,1900,3166,0.0,102.24,350.86,102.24,0.0,542.05,0.0,333.02,17.84,1.7095,2.5741,0.046,92347.4,0.6473,5.95,0,24.4,2001.0,499.2982,34848.54,34847.43,0.0,0,1.0661,0.0,0.0,0.0,0.0,499.8621,0.5639,5.301741001564945,0.683,959.7622772682608,3.408,12.30439268,True,11.20386680195554,1
6,1936,3062,0.0,109.93,495.76,109.93,0.0,520.59,0.0,452.03,43.73,0.2476,1.2203,0.0209,12614.86,0.9523,3.18,1,24.0,2024.0,71.3694,6903.81,6902.44,0.0,0,0.3199,0.0,0.0,57.5738,0.0,130.596,1.6528,4.735649959064859,0.88,946.0825312725434,3.6643333333333334,3.3057269399999996,True,12.543156802858295,1
4,1985,3194,3.0,522.21,1046.93,522.21,0.0,2159.18,0.0,973.69,70.01,0.6476,0.8653,0.0366,153195.1,0.4849,0.01,1,285.0,2018.0,123.03,51063.66,51063.66,781.2489,0,0.453346544917848,0.0,0.0,127.06,0.0,253.17,3.08,4.13469676949886,0.795,4020.7416872077215,17.407,13.82282594,True,14.366228846136035,1
13,1970,3197,1.0,692.18,1725.0,692.18,0.0,2700.0,0.0,1646.92,145.29,1.4463,4.6701,0.62,302492.69,0.6389,0.11,0,206.0,2000.0,448.6612,222666.36,222666.36,1028.84,0,0.5,0.0,0.0,25.1368,0.0,498.46,24.6735,3.9007194660348463,0.717,5108.742623514383,23.072666666666667,61.209184499999985,True,15.22796,1
6,1992,3832,0.0,166.13,619.53,166.13,0.0,670.64,0.0,585.19,54.55,0.9436,4.0608,0.6957,89833.16,0.9238,13.47,31,103.59,2010.0,831.3409,89977.43,89947.06,0.0,0,2.6184,0.0,0.0,29.7859,0.0,890.1894,29.0625,4.0368386203575515,0.651,1265.6016011323904,5.5376666666666665,15.47403848,True,14.7144846713587,1
6,1900,3294,0.0,274.81,1064.55,274.81,0.0,1707.8,0.0,888.77,19.5,2.1041,0.94,0.4,151203.53,0.6233,0.01,1,97.2,2020.0,619.0627,133938.77,133938.77,659.54,0,0.5,0.0,0.0,43.2849,0.0,663.15,0.7996,6.21447545576944,0.787,2890.0666046618817,9.160333333333334,37.76781914,True,9.558328844126947,1
7,2005,2961,0.0,1091.29,3366.98,1091.29,0.0,8601.9,0.0,3133.13,233.85,1.0474,2.9405,0.0868,626002.4,0.3914,82.84,0,210.28,2005.0,408.3542,295931.67,295871.48,0.0,0,0.64,0.0,0.0,39.9161,0.0,451.7067,3.4365,7.882322755637823,0.664,13853.07882873203,36.376333333333335,79.38552574,True,7.535849754124089,1
4,1970,2939,0.0,107.2,363.44,107.2,107.2,448.02,448.02,284.4,14.7,0.8696,2.6497,0.5972,24154.16,0.8112,0.01,1,34.8,2017.0,178.375,15758.89,15749.64,266.64,0,0.49,0.0,6.5637,17.1902,0.0,208.05,5.9196,4.179291044776119,0.824,841.749035925026,3.5733333333333333,5.7252966,True,14.21293692245882,1
6,1700,2939,1.0,168.03,949.13,168.03,0.0,841.45,0.0,681.83,14.89,0.5218,2.0145,0.0162,73411.99,1.128,7.42,1,47.4,2007.0,150.6448,17268.99,17265.44,423.3587,0,0.7947,0.0,0.0,58.8926,0.0,214.7958,5.2583,5.007736713682081,0.682,1500.3702644046125,5.601,7.715495980000001,True,11.86164596826906,1
4,1900,3012,0.0,300.0,162.24,300.0,0.0,945.0,0.0,155.58,66.5,0.821,1.0,0.041,24114.9,0.1717,24.33,0,33.74,2010.0,53.2851,12618.3,12610.48,758.4768,0,0.8026,0.0,0.0,0.0,0.0,61.2648,7.9797,3.15,0.789,1918.2872093023257,10.0,3.8846236,True,18.857142857142858,1
4,1994,2981,0.0,255.8,764.56,255.8,0.0,1300.14,0.0,719.64,50.1,0.3525,3.1435,0.0112,180596.8,0.5881,17.52,2,195.0,1997.0,102.2227,15617.03,15605.65,0.0,0,0.994,0.0,0.0,35.0189,0.0,144.9691,7.7275,5.0826426896012515,0.597,2302.00978853392,8.526666666666667,8.223249,True,11.686833725598785,1
4,1970,3294,0.0,64.42,188.51,64.42,64.42,270.77,270.77,149.76,14.28,0.8812,4.4951,0.3643,14110.65,0.6962,5.47,0,27.5,2015.0,240.4922,13192.14,13185.73,334.09,0,1.02,0.0,12.7444,28.1739,0.0,291.76,10.3453,4.203197764669357,0.851,512.9632367048607,2.1473333333333335,3.923170799999999,True,14.132097351996158,1
13,1960,2939,,1267.54,2074.37,1267.54,0.0,6360.05,0.0,1741.83,530.24,0.8111,4.8987,0.2996,562194.2,0.3262,229.08,1,680.34,2018.0,196.3997,189896.56,189886.51,0.0,0,0.3553,0.0,0.0,33.4344,0.0,230.976,1.1419,5.0176325796424575,0.763,11236.543285335829,42.251333333333335,80.20570002000001,True,11.83825221499831,1
4,1953,2975,0.0,74.45,182.81,74.45,0.0,364.12,0.0,126.47,19.74,1.6108,5.7701,1.2003,24613.83,0.5021,0.15,0,309.1,2010.0,376.877,17420.92,17417.23,185.69,0,0.41,0.0,0.0,116.0154,0.0,501.49,8.6072,4.890799194089993,0.621,661.1854983574638,2.481666666666667,6.352393,True,12.145254311765354,1
4,1900,3283,0.0,60.99,193.75,60.99,0.0,243.31,0.0,131.18,5.39,1.387,3.088,0.3,28646.2,0.8,0.01,1,32.7,2018.0,198.0897,10482.19,10482.19,82.33,0,0.5,0.0,0.0,0.0,0.0,228.84,30.7473,3.989342515166421,0.868,468.2899655299954,2.033,3.9718196,True,14.889671612346389,1
4,1900,3283,0.0,54.66,198.19,54.66,0.0,226.23,0.0,137.84,3.36,1.2641,3.091,0.16,28399.7,0.88,0.01,1,32.7,2018.0,171.8557,8114.91,8114.91,73.79,0,0.5,0.0,0.0,0.0,0.0,204.2,32.3394,4.138858397365532,0.864,432.2747147269803,1.822,3.69258608,True,14.351783583079168,1
13,1998,3062,3.0,204.74,1411.24,833.2,0.0,3837.26,0.0,1298.17,105.51,0.8735,2.1277,0.0239,163941.7,0.3678,0.02,0,105.0,2002.0,122.14,124455.57,72004.77,2506.0176,2,4.08,62.67,0.0,0.0,0.0,184.8,0.0,4.605448871819491,0.708,6932.200222584451,27.773333333333333,27.16890244,True,12.89776559315762,1
6,2014,3866,0.0,148.0,609.54,148.0,0.0,865.63,0.0,582.95,26.59,0.3308,1.508,0.1259,31906.43,0.7042,3.02,1,19.5,2014.0,227.8324,25077.31,25071.72,0.0,0,0.64,0.0,0.0,72.3282,0.0,302.1636,2.003,5.848851351351351,0.744,1491.8129106432011,4.933333333333334,4.6587516,True,10.15584025507434,1
11,1900,2939,0.0,125.67,312.64,125.67,0.0,641.66,0.0,499.92,26.71,0.8965,3.0799,0.0417,31139.62,0.4872,0.06,0,24.0,2002.0,182.876,17990.41,17925.7,2770.39,0,1.09,0.0,0.0,33.1881,0.0,239.97,23.9085,5.105912310018302,0.78,1142.6623105734657,4.189,10.60884818,True,11.633572296855032,1
4,1970,2939,1.0,89.68,245.13,89.68,0.0,370.82,0.0,189.43,13.59,0.8054,2.679,0.5972,20493.02,0.6611,0.02,0,23.0,2003.0,194.8428,13954.11,13946.37,223.06,0,0.48,0.0,0.0,11.8391,0.0,213.38,6.6916,4.134924174843889,0.798,700.7905089586403,2.9893333333333336,3.77949064,True,14.36543875734858,1
4,1980,3148,1.0,223.02,805.43,223.02,0.0,1050.06,0.0,761.27,44.16,0.2791,1.9126,0.0025,150854.2,0.767,9.0,1,32.0,2013.0,181.9395,28653.3,28640.81,0.0,0,0.5055,0.0,0.0,22.3184,0.0,209.7627,5.5048,4.70836696260425,0.706,1896.5506822831617,7.434,5.938617460000001,True,12.615839094908864,1
4,1940,3254,0.0,888.1,1790.17,888.1,0.0,3930.85,0.0,1692.16,148.11,1.6366,7.9356,0.4045,529515.9,0.4554,26.41,1,105.74,2013.0,506.1583,305154.94,305087.47,0.0,0,0.5358,0.0,0.0,97.3149,0.0,638.3808,34.9075,4.426134444319334,0.679,7175.186155270943,29.603333333333335,78.89461544000002,True,13.420288232824964,1
5,1975,2928,,1067.53,2142.45,1067.53,0.0,4445.31,0.0,1941.87,200.58,1.281,4.556,0.1731,353504.9,0.482,86.73,1,147.6,2015.0,226.0699,175798.53,175513.43,0.0,0,0.64,0.0,0.0,123.8808,7.9803,359.9723,2.0413,4.164107800249174,0.727,8248.41627688912,35.58433333333333,68.02755900000001,True,14.264760387914452,1
13,1978,2961,0.0,1722.87,5101.78,2563.69,2563.69,13032.51,13032.51,4663.61,438.17,1.0257,4.8506,0.4745,1282159.0,0.3915,187.07,1,404.06,2019.0,352.6285,615257.28,615247.9,0.0,0,0.64,0.0,0.0,11.5603,0.0,364.3662,0.1774,5.083496834640694,0.681,22936.655374224854,85.45633333333333,138.17704358,True,11.68487006723954,1
4,1967,3071,1.0,346.78,995.79,346.78,0.0,1641.88,0.0,925.32,114.49,0.5109,1.3928,0.0062,206926.4,0.6065,6.46,1,28.94,2010.0,135.1795,36861.97,36842.8,0.0,0,0.4851,0.0,0.0,52.7861,0.0,196.7523,8.7868,4.7346444431628125,0.786,2953.3898248023565,11.559333333333331,12.6441532,True,12.54582064462689,1
7,1942,3105,,189.78,546.52,189.78,0.0,919.87,0.0,525.0,21.52,0.9581,1.8852,0.1245,120657.5,0.5941,1.17,4,24.0,2023.0,271.8315,39594.73,39593.74,0.0,0,2.808,0.0,0.0,17.4116,0.0,290.073,0.8299,4.847033407102962,0.767,1651.4888521592934,6.326,10.87144008,True,12.254918629806388,1
4,1940,3110,,959.7803,1792.86,959.78,0.0,4474.8,0.0,1655.53,137.33,1.3277,3.6227,0.2975,445046.2,0.4007,41.35,1,107.25,2017.0,194.4115,143888.76,143835.93,0.0,0,0.5508,0.0,0.0,71.1811,0.0,274.3449,8.7523,4.662318447977662,0.771,8056.190211157887,31.992666666666665,53.91105144,True,12.740442477876108,1
