DPR412_classification,construction_year,degree_days,floors,net_area,heat_loss_surface,heated_usable_area,cooled_usable_area,heated_gross_volume,cooled_gross_volume,total_opaque_surface,total_glazed_surface,average_opaque_surface_transmittance,average_glazed_surface_transmittance,yie,Cm,surface_to_volume_ratio,Asol,system_type,nominal_power,installation_year,EPh,QHnd,QHimp,total_effective_ventilation_flow,ventilation_type,air_changes,EPv,EPc,EPl,EPt,EPgl,EPw,Interfloor,system_performance,corridor,aereo,theoric_nominal_power,Area_check,air_changes_max,cluster
12,1980,3365,0.0,353.81,999.07,353.81,0.0,1278.15,0.0,789.54,31.79,1.6692,3.08,0.45,160411.98,0.7817,0.03,1,74.7,2022.0,464.8947,119826.56,119826.56,466.64,0,0.5,0.0,0.0,56.9319,0.0,538.68,16.8485,3.6125321500240246,0.728,2480.2545731942582,11.793666666666669,28.31626736,True,16.44276023940852,1
4,1990,3111,0.0,430.99,1027.86,430.99,430.99,2106.59,2106.59,957.52,70.34,0.1734,2.009,0.1482,272919.4,0.4879,6.68,2,50.0,2003.0,64.3566,25215.87,25192.15,0.0,0,0.9241,0.0,0.0,0.0,0.0,73.1089,8.7523,4.887793220260331,0.908,3755.591209118146,14.366333333333332,6.146940560000001,True,12.152723595953647,1
4,1961,2997,1.0,70.22,213.38,70.22,0.0,241.49,0.0,194.93,23.37,1.5836,3.4775,0.7271,49178.88,0.8836,8.74,1,146.86,2019.0,346.7958,22513.9,21627.9,0.0,0,0.616,0.0,0.0,33.414,23.9002,440.7485,36.6385,3.439048704072914,0.888,484.174975569583,2.3406666666666665,7.799206460000001,True,17.27221831131724,1
13,1927,2910,,905.5399,2208.35,905.54,0.0,5094.59,0.0,1988.22,220.13,0.703,1.6551,0.0168,364379.1,0.4335,17.28,2,819.61,2012.0,203.6091,151922.5,151917.13,0.0,0,0.3885,0.0,0.0,22.3043,1.6876,227.9518,0.3509,5.626024250723326,0.824,8768.15822779093,30.184666666666665,35.24111646,True,10.55807749004336,1
13,1969,3515,0.0,365.0,471.0,365.0,0.0,1468.8,0.0,418.08,49.92,1.2708,4.2278,1.2252,105943.2,0.3207,0.02,31,50.0,2017.0,246.07,66039.36,66039.36,1079.9053,0,0.92457648,0.0,0.0,0.0,0.0,246.07,0.0,4.024109589041096,0.735,2759.890933418286,12.166666666666666,14.8469568,True,14.761029411764708,1
13,1963,3066,0.0,808.27,5083.32,2889.99,0.0,17828.63,0.0,4702.71,380.61,0.8026,2.7896,0.4881,1318783.0,0.2851,190.26,1,340.0,2015.0,154.8572,375724.1,363067.09,1426.9932,1,0.3398,3.5625,0.0,11.534,4.404,174.8526,0.4949,6.1690974709255055,0.811,30040.457447451532,96.333,96.72289404,True,9.628636973227891,1
13,1970,3012,,934.61,2226.88,934.61,934.61,4498.29,4498.29,2043.57,368.75,1.1425,1.7303,0.4175,620493.1,0.4951,53.59,1,206.22,2011.0,243.1325,181436.51,172588.28,1657.221,2,0.64,2.616,0.0,57.4805,0.0,303.229,0.0,4.813012914477697,0.76,8033.524852696922,31.153666666666663,59.45653700000001,True,12.341541785878634,1
4,1859,3156,2.0,314.038,1258.38,314.04,0.0,1869.63,0.0,873.44,31.81,1.6703,3.6858,0.2535,77274.28,0.6731,17.55,0,78.1,1990.0,371.7534,85380.29,85363.32,553.3123,0,0.5,0.0,0.0,68.756,0.0,445.3201,4.8106,5.953477264042797,0.731,3189.903222489803,10.468,31.5230426,True,9.977362365815695,1
4,2002,2939,1.0,217.81,769.49,217.81,217.81,836.5,836.5,652.78,24.22,1.4935,2.8,0.4311,49356.8,0.9199,11.07,0,27.62,2002.0,370.3612,60833.01,60822.59,1717.8286,0,2.2534,0.0,0.0,46.8733,0.0,420.9434,3.7089,3.8405031908544145,0.754,1597.9322847663618,7.260333333333333,20.8548586,True,15.466723251643756,1
7,1930,3783,1.0,548.67,1193.75,548.67,0.0,2656.47,0.0,1113.13,80.62,0.8392,0.8672,0.0427,275689.4,0.4494,32.52,1,72.97,2020.0,230.5152,87980.24,87881.72,0.0,0,1.0,0.0,0.0,29.4013,0.0,288.4647,28.5481,4.841653452895183,0.695,4743.1433324517075,18.289,20.0810472,True,12.268536064777694,1
11,1981,3086,,991.84,3121.07,991.84,991.84,8059.71,8059.71,2803.65,317.42,0.5096,3.0041,0.2078,575817.4,0.3872,125.16,31,658.0,2015.0,301.5344,254637.63,254222.62,0.0,0,3.44,0.0,0.0,78.7587,0.0,385.2095,4.9165,8.126018309404742,0.85,12915.800380509609,33.06133333333334,47.64602924,True,7.309853084043967,1
5,1980,2996,,2172.01,3123.76,2377.81,2377.81,8751.87,8751.87,2787.14,494.24,0.3593,1.3399,0.0093,888724.1,0.3569,32.7,18,329.14,2010.0,34.4061,302329.51,50813.29,26690.9102,1,2.8174,0.0,0.0,25.8932,5.8551,90.3695,24.2151,3.680643112780248,0.621,16822.90727817555,79.26033333333334,33.27303156,True,16.138484003990005,1
13,2021,2923,0.0,603.14,1832.14,603.14,0.0,3569.5,0.0,1791.1,47.2,0.2833,1.5058,0.11,284936.5,0.5133,0.02,1,570.0,2022.0,148.3861,72267.44,72267.44,1618.93,0,0.5,0.0,0.0,0.0,0.0,187.98,39.5998,5.9181947806479425,0.807,6081.5534990706265,20.104666666666667,11.5698478,True,10.03684437596302,1
4,1940,3085,1.0,474.47,1405.63,474.47,0.0,2369.22,0.0,1309.18,96.45,1.594,2.5005,0.4626,231933.4,0.5933,32.03,31,199.0,2017.0,245.6533,92215.35,92191.85,0.0,0,1.1794,0.0,0.0,70.7574,9.0151,333.301,7.8753,4.993403165637448,0.791,4200.119511822493,15.815666666666669,46.5601229,True,11.895694785625652,1
11,1996,3116,0.0,1040.17,3711.63,1040.17,0.0,8839.37,0.0,3328.42,227.04,0.6511,3.1995,0.0748,272740.19,0.4199,0.09,5,148.55,2020.0,35.63,64363.3,71772.38,0.74,0,0.36,0.0,0.0,8.8297,0.0,112.589,10.9466,8.49800513377621,1.937,14060.990682067995,34.672333333333334,57.870974839999995,True,6.989875749063565,1
4,1963,3066,0.0,244.34,473.27,244.34,0.0,952.66,0.0,424.58,48.69,1.0789,2.7741,0.2588,136083.9,0.4968,26.09,1,34.2,2012.0,166.7852,23626.32,23613.05,0.0,0,0.64,0.0,0.0,47.5403,52.0891,269.274,2.8595,3.898911353032659,0.579,1810.3663464621984,8.144666666666668,11.863005819999998,True,15.235021938571998,1
4,1900,3062,,1351.97,3841.91,1440.32,0.0,6997.67,0.0,3631.03,280.34,1.5152,3.8542,0.227,991261.2,0.549,91.2,1,478.04,2000.0,383.0668,340338.62,340261.64,0.0,0,0.3268,0.0,0.0,58.0703,0.0,449.382,8.2449,4.8584134081315264,0.617,12459.912604565478,48.010666666666665,131.64446168,True,12.22621358252104,1
13,1927,2910,,577.02,1544.63,577.02,0.0,3217.02,0.0,1408.79,135.84,0.424,1.3821,0.0215,254863.9,0.4801,6.69,2,819.61,2012.0,144.8332,66268.73,66126.12,0.0,0,0.7289,0.0,0.0,13.9979,0.0,173.4492,14.6181,5.57523136113133,0.791,5554.059182455487,19.234,15.70142848,True,10.654266370740622,1
4,1910,3209,0.0,237.67,726.28,237.67,0.0,907.03,0.0,672.7,80.38,1.1273,3.7591,0.0991,119836.2,0.8007,12.87,31,45.31,2018.0,433.534,75512.15,75512.15,0.0,0,4.6113,0.0,0.0,49.9293,0.0,488.0164,4.5532,3.816341986788404,0.733,1734.8528244099778,7.922333333333333,21.20982336,True,15.564642845330363,1
13,1940,3012,,451.41,1287.09,451.41,0.0,2599.26,0.0,1169.77,137.27,0.9485,3.9741,0.0255,281615.2,0.4952,42.55,1,219.64,2021.0,309.4288,107608.42,107594.31,546.5613,2,0.427,0.0,0.0,35.7106,0.0,347.5548,2.4153,5.758091313883166,0.77,4459.259622778858,15.047,33.10103104,True,10.315918376768773,1
6,1990,3012,,104.42,489.51,104.42,0.0,515.98,0.0,461.51,53.68,1.1874,3.5618,0.5037,80768.76,0.9487,10.23,1,33.74,2020.0,535.6028,66768.71,33813.49,1370.0,2,4.494,9.6771,0.0,50.5677,0.0,663.9699,68.1224,4.9413905382110705,0.605,928.6361095991292,3.4806666666666666,14.78388796,True,12.020907787123532,1
4,1800,3307,0.0,319.24,1032.22,319.24,319.24,1510.83,1510.83,976.23,61.8,0.7994,2.0454,0.0774,261676.0,0.6832,7.45,1,53.46,2020.0,288.3549,71842.58,71824.47,0.0,0,1.0635,0.0,0.0,0.0,0.0,297.3733,9.0183,4.732583636135822,0.78,2719.087053233989,10.641333333333334,18.13607964,True,12.551283731458868,1
13,1950,3327,0.0,440.0,1170.63,440.0,440.0,2067.42,2067.42,1031.72,189.62,1.2304,2.6263,0.1251,319875.8,0.5662,51.73,1,148.8,2010.0,439.3324,139891.5,139888.65,0.0,0,0.64,0.0,0.0,56.4037,0.0,496.0746,0.3386,4.698681818181818,0.724,3722.2839524312894,14.666666666666666,35.34854588,True,12.641843457062423,1
13,2003,3111,,783.33,2266.27,783.33,783.33,3723.6,3723.6,2165.44,130.37,0.6236,2.9335,0.174,373935.7,0.6086,54.4,2,330.63,2003.0,256.866,122632.66,122526.97,0.0,0,0.8198,0.0,0.0,28.4639,0.0,294.0818,8.7519,4.753552142775075,0.609,6673.239493637628,26.111,34.65617558,True,12.495918466000646,1
6,1960,2935,0.0,245.44,725.57,245.44,245.44,1236.46,1236.46,709.41,16.16,1.3476,5.309,0.7356,140379.1,0.5868,4.44,1,34.0,2000.0,179.1054,55094.7,55094.7,0.0,0,0.337,0.0,0.0,0.0,0.0,179.1054,0.0,5.03772816166884,1.253,2194.5618666555492,8.181333333333333,20.83588712,True,11.79102922860424,1
13,1920,3086,0.0,2684.45,6232.61,2684.45,0.0,14693.24,0.0,4335.78,772.69,0.8393,3.9443,0.2461,702977.02,0.4242,203.33,0,318.0,2020.0,358.8014,551994.54,551994.54,23367.02,0,1.03,0.0,0.0,31.2033,0.0,398.15,8.1412,5.473463838030137,0.573,25413.31054655285,89.48166666666665,133.73482642,True,10.852359996842084,1
13,1970,3197,0.0,88.35,2209.08,737.92,737.92,2892.76,2892.76,2073.9,215.04,1.5146,2.236,0.312,636993.7,0.7637,57.02,1,145.59,2021.0,331.7691,186572.98,186508.58,0.0,0,0.9475,0.0,0.0,0.0,0.0,345.6455,13.8764,3.920153946227234,0.762,5464.740306799922,24.59733333333333,72.4391676,True,15.152466156888227,1
5,1886,3079,0.0,2470.5,3888.89,2470.5,0.0,9334.97,0.0,3521.51,375.68,1.4541,2.6102,0.35,604063.69,0.4166,0.05,1,283.62,2015.0,269.683,521252.17,521252.17,8300.88,0,0.5,0.0,0.0,69.7846,0.0,351.86,12.3942,3.778575187209067,0.782,17801.136810832944,82.35,122.02455254,True,15.720211205820696,1
12,1980,3012,,104.88,368.83,104.88,0.0,337.1,0.0,358.16,10.67,0.3903,5.6597,0.392,60856.48,1.0941,5.61,1,33.74,2021.0,382.2824,33047.61,30318.8,0.0,0,3.44,0.0,0.0,78.5287,0.0,555.1365,94.3254,3.2141495041952712,0.756,685.9426035513457,3.496,4.00357694,True,18.480783150400473,1
13,1800,3012,3.0,143.59,159.33,143.59,0.0,807.41,0.0,265.66,28.64,0.9449,4.1386,0.0093,36363.53,0.1973,0.02,0,31.0,2000.0,295.35,32295.63,32295.63,0.0001,0,1.49245628475708,0.0,0.0,0.0,0.0,296.42,1.07,5.623023887457343,0.762,1403.9708546081083,4.786333333333333,7.39103276,True,10.56371112569822,1
13,1980,3104,,1487.9,2339.47,1487.9,0.0,5505.58,0.0,2233.06,159.99,0.6537,4.0291,0.2525,711774.4,0.4249,41.53,0,231.99,1993.0,149.487,153067.63,152914.02,0.0,0,0.4942,0.0,0.0,15.8041,0.0,169.4296,4.1385,3.700235230862289,0.687,10569.890318095688,49.59666666666667,42.08734061999999,True,16.053033467863518,1
5,2017,3104,0.0,3892.01,5037.68,3892.01,3892.01,13979.42,13979.42,4552.44,518.94,0.7719,2.4414,0.1004,1363353.0,0.3604,289.01,1,404.48,2018.0,79.9472,254640.26,252117.81,0.0,0,0.3337,0.0,0.0,112.5089,0.0,210.7267,18.2706,3.5918253036348826,0.81,27067.605165833385,129.73366666666666,95.61937104,True,16.53755263093891,1
4,1980,2939,,2170.07,3868.26,2170.07,0.0,10569.94,0.0,3443.46,424.8,0.9667,3.408,0.1034,979011.1,0.366,140.77,0,700.0,1990.0,188.9383,253351.71,253247.73,0.0,0,1.0015,0.0,0.0,53.9819,1.3528,252.5991,8.3261,4.870782970134604,0.618,18801.27289154606,72.33566666666667,95.53022364000002,True,12.195164589392183,1
4,1950,3202,1.0,258.84,787.7,258.84,0.0,1155.71,0.0,708.9,78.8,0.7256,2.0311,0.3474,169524.3,0.6816,34.05,1,32.77,2017.0,162.3405,32936.25,32921.66,0.0,0,0.5,0.0,0.0,43.6134,0.0,214.918,8.9641,4.464959048060579,0.783,2114.1582879968946,8.627999999999998,13.4885704,True,13.30359346202767,1
4,1890,3826,0.0,592.345,1530.55,592.35,0.0,2811.76,0.0,1069.15,85.28,1.1245,2.9825,0.2992,207203.28,0.5443,30.02,19,70.0,2020.0,499.2857,211911.63,211876.59,9429.7558,0,4.1338,0.0,0.0,34.9724,3.5628,547.224,9.4031,4.7467882164261,0.716,5044.382767750054,19.745,29.132135500000004,True,12.513724499957322,1
13,1960,3227,0.0,622.24,1667.26,622.24,0.0,2519.15,0.0,993.24,255.45,0.8018,1.7716,0.03,306014.25,0.6618,0.06,1,73.75,1990.0,157.4341,72903.1,72903.1,919.1,0,0.5,0.0,0.0,33.9765,0.0,211.22,19.8073,4.048518256621239,0.744,4716.78710515746,20.741333333333333,24.97870104,True,14.672034614850247,1
13,1970,3083,0.0,1489.99,2373.21,1489.99,0.0,6351.42,0.0,2128.03,242.65,0.6883,1.3138,0.173,419407.48,0.3736,0.03,0,465.0,2003.0,219.47,214231.07,214231.07,5516.3345,0,1.4893580108803,0.0,0.0,32.84,0.0,256.97,4.66,4.2627265954805065,0.655,11703.884691414349,49.666333333333334,35.670332380000005,True,13.934743096819297,1
13,1930,3877,0.0,235.65,976.91,348.72,0.0,1575.18,0.0,664.47,61.63,1.4281,1.3687,0.2904,93874.02,0.6202,0.06,19,68.9,2000.0,331.5339,93135.37,93103.48,1858.38,0,0.99,0.0,0.0,14.9034,0.0,358.92,12.4766,4.517033723331039,0.805,2867.999473263017,11.624,20.66565176,True,13.15022283167638,1
8,1985,3424,0.0,190.1,712.42,190.1,0.0,806.25,0.0,510.17,53.35,1.1109,3.0768,0.3799,32383.94,0.8836,0.1,0,31.4,2002.0,92.248,38398.74,38379.0,871.44,0,0.92,0.0,0.0,0.0,0.0,102.21,9.9761,4.24118884797475,2.189,1498.8700781718312,6.336666666666667,14.61790266,True,14.005506976744185,1
13,1978,3128,0.0,359.7,1243.85,359.7,0.0,1664.01,0.0,1180.97,62.88,0.1414,1.0825,0.0104,205236.5,0.7475,4.57,5,32.0,2023.0,71.7347,50622.78,20297.07,3717.7366,1,2.016,9.8284,0.0,2.223,0.0,91.997,8.211,4.626105087572977,0.787,3010.514129216207,11.99,4.70113516,True,12.840175239331495,1
4,1950,3108,,351.01,1177.13,351.01,34.61,1512.83,149.17,1115.04,71.89,1.0023,3.7323,0.408,218892.8,0.7781,27.49,1,88.2,2017.0,313.0339,80228.19,80209.35,0.0,0,0.64,0.0,0.0002,58.3776,0.0,379.9448,8.533,4.30993418990912,0.73,2789.1976320270915,11.700333333333331,27.71839278,True,13.782112993528685,1
13,1922,3147,0.0,86.48,792.88,321.4,0.0,1586.41,0.0,730.08,87.8,0.3374,2.0665,0.0747,238760.6,0.4998,31.3,1,65.03,2018.0,185.9351,53019.51,52969.86,0.0,0,0.64,0.0,0.0,39.8902,0.0,234.0897,8.2644,4.935936527691351,0.886,2825.1420731489657,10.713333333333331,8.55535384,True,12.034190404750348,1
10,2019,3578,1.0,547.3,1852.5,547.3,0.0,2210.1,0.0,1613.5,239.0,0.8999,3.1092,0.0264,201937.5,0.8382,0.13,0,110.0,2019.0,335.46,204674.01,204674.01,0.5199,0,1.00584,0.0,0.0,0.0,0.0,790.38,454.92,4.0381874657409105,1.115,4142.609911234432,18.243333333333332,43.901748999999995,True,14.709569702728384,1
13,1800,3012,3.0,186.96,191.27,186.96,0.0,1008.2,0.0,271.05,32.5,1.0808,3.7934,0.0547,36726.16,0.1897,0.02,0,31.0,2000.0,310.71,44236.76,44236.76,0.0001,0,1.49245617315079,0.0,0.0,0.0,0.0,311.53,0.82,5.3925973470261015,0.762,1764.799807544954,6.232,8.3247268,True,11.015100178536006,1
13,1990,3012,,368.17,903.29,368.17,0.0,1466.83,0.0,827.89,128.39,1.1874,3.9062,0.2829,190357.0,0.6158,34.78,1,219.64,2021.0,272.4339,76603.15,70982.06,546.5613,2,1.0035,45.4877,0.0,46.3584,0.0,388.9338,24.6538,3.984110601081022,0.708,2764.000316299367,12.272333333333334,29.69107208,True,14.90922465452711,1
6,1900,2975,0.0,434.707,1706.89,434.71,0.0,3424.06,0.0,1643.43,63.46,1.4283,5.5738,2.1,140204.97,0.4985,41.78,0,440.6,1989.0,1206.4146,331416.35,331409.67,15597.022,0,5.9371,0.0,0.0,86.2986,0.0,1294.1959,1.4828,7.876653401117987,0.632,5529.230037722734,14.490333333333332,54.02048833999999,True,7.541273809454273,1
4,1950,3169,,432.52,1329.86,432.52,0.0,2066.08,0.0,1255.19,95.54,1.302,2.1499,0.112,336963.3,0.6437,25.5,1,80.83,2012.0,48.2442,15888.38,15862.5,0.0,0,0.5229,0.0,0.0,60.3226,0.0,111.6042,3.0374,4.776842689355406,0.76,3704.554093959539,14.417333333333334,36.79317652000001,True,12.43499186865949,1
8,1900,3781,0.0,222.46,940.71,222.46,0.0,1245.55,0.0,915.71,27.64,2.1315,3.4884,0.3724,69604.03,0.7553,0.02,31,105.0,1980.0,1066.5,162149.19,162149.19,657.0908,2,2.00408117115479,47.65,0.0,36.06,0.0,1237.94,87.74,5.5989840870268806,0.683,2158.664704199065,7.415333333333334,40.96510481999999,True,10.609067480229616,1
4,1900,2915,,159.18,651.01,159.18,0.0,725.55,0.0,619.11,31.9,1.2659,0.9641,0.1049,125999.2,0.8973,3.31,1,88.38,2020.0,620.2813,79624.62,79616.76,0.0,0,4.6708,0.0,0.0,78.6036,0.0,707.4647,8.5798,4.558047493403693,0.806,1325.3471657360249,5.306,16.28972278,True,13.031895803183794,1
6,1960,2935,0.0,319.62,871.91,319.62,319.62,1706.11,1706.11,821.51,50.4,0.4664,4.0927,0.3061,143866.3,0.5111,13.4,1,34.0,2022.0,388.7287,106495.18,106495.18,0.0,0,3.8923,0.0,0.0,0.0,0.0,388.7287,0.0,5.337932544897065,0.857,2982.098293758722,10.654,11.78848688,True,11.1279038280064,1
13,1976,2909,0.0,351.03,948.54,351.03,0.0,1414.35,0.0,759.58,77.34,0.6498,1.3887,0.4632,87755.02,0.6707,10.32,1,50.0,2007.0,175.5485,50518.82,50415.77,2134.74,0,0.96,0.0,0.0,12.2537,0.0,203.32,15.5144,4.0291428083069825,0.818,2657.0918470295724,11.701,12.019542840000002,True,14.74258988227808,1
13,1974,3012,,714.29,1835.96,714.29,0.0,3063.14,0.0,1692.15,176.34,1.1304,5.7258,0.2189,372071.3,0.5994,58.2,0,140.12,1995.0,369.1088,190966.96,183655.57,1100.6993,2,2.6909,59.3568,0.0,43.5099,0.0,486.6417,14.6663,4.288370269778381,0.697,5641.911544917863,23.809666666666665,58.44987864000001,True,13.85141586737792,1
8,1950,3012,0.0,214.9,660.8,214.9,0.0,995.05,0.0,469.66,34.75,1.4258,3.9572,0.1297,66307.9,0.6641,0.07,1,248.0,2012.0,304.4384,72418.0,72215.68,4939.35,0,2.58,0.0,0.0,22.5218,0.0,393.75,66.7849,4.630293159609121,1.104,1805.4079337423937,7.163333333333333,16.143078560000003,True,12.828561378825189,1
8,1950,3085,1.0,217.25,584.22,217.25,0.0,1013.71,0.0,388.99,38.46,0.7763,2.7454,0.0948,45262.27,0.5763,13.93,0,30.3,2005.0,246.7208,33520.44,33120.73,5042.18,0,2.68,0.0,0.0,454.6779,0.0,995.3,293.9012,4.666098964326813,0.618,1835.4779092960816,7.241666666666666,8.15122042,True,12.730120054058853,1
7,1930,2918,1.0,374.46,564.45,374.46,0.0,1416.07,0.0,409.34,56.45,1.2209,4.6968,0.4155,76053.46,0.3986,21.79,0,78.2,2012.0,234.5949,52167.71,52167.71,2324.65,0,1.06,0.0,0.0,0.9694,0.0,235.56,0.0,3.781632217059232,0.594,2709.316834635674,12.482,15.297951320000005,True,15.707503160154513,1
4,1900,2922,0.0,47.61,186.72,47.61,47.61,233.5,233.5,126.04,12.88,1.5748,5.734,0.2396,14376.01,0.7997,5.27,4,6.5,2021.0,381.4426,15989.29,15986.91,239.32,0,0.95,0.0,9.0518,0.0,0.0,399.41,8.9133,4.9044318420499895,0.88,429.0170939757623,1.587,5.44683424,True,12.11149464668094,1
13,1950,3012,,1459.22,3834.53,1459.22,0.0,8319.61,0.0,3506.65,381.56,1.2569,3.4501,0.4919,787796.5,0.4609,145.56,0,391.27,2000.0,342.9192,341517.96,341497.47,0.0,0,1.1399,0.0,0.0,31.0718,0.0,375.0125,1.0215,5.7014089719165035,0.682,14265.905002109548,48.64066666666667,114.47857082,True,10.418477308431523,1
7,1900,2964,2.0,435.0,1145.88,435.0,0.0,2137.58,0.0,813.19,97.68,1.133,3.2321,0.0752,90837.24,0.5361,0.01,0,89.0,2015.0,373.5398,114635.46,114597.79,5420.2,0,1.79,0.0,0.0,41.7241,0.0,423.88,8.6219,4.913977011494253,0.705,3805.6625511895218,14.5,24.74111596,True,12.087968637431114,1
13,1996,3113,0.0,841.3,2546.1,841.3,0.0,3143.65,0.0,2485.51,133.74,0.3059,1.4806,0.1568,310813.14,0.8099,0.01,0,121.0,2005.0,51.13,33059.36,33059.36,0.0,2,0.866272172086321,22.94,0.0,20.23,0.0,98.96,4.66,3.736657553785808,0.769,6022.29911994818,28.043333333333333,19.16665906,True,15.896559731522272,1
4,1979,3349,1.0,257.99,750.54,257.99,0.0,1261.39,0.0,680.77,125.23,0.6097,0.7908,0.111,64634.27,0.595,9.96,0,67.0,2004.0,136.6764,30097.84,30071.33,0.0,0,0.4819,0.0,0.0,48.611,0.0,191.4529,6.1654,4.889298034807551,0.853,2254.4995995307795,8.599666666666668,10.28194706,True,12.148983264493932,1
13,1980,2923,0.0,2696.55,5064.3,2696.55,0.0,9947.8,0.0,4393.34,405.72,0.4368,1.38,0.07,791844.9,0.5091,0.05,1,570.0,2022.0,137.4552,315746.66,315746.66,4591.01,0,0.5,0.0,0.0,0.0,0.0,152.22,14.7622,3.6890842001817137,0.852,19106.87384174783,89.885,49.57809024,True,16.101557128209254,1
13,1939,3056,0.0,1119.711,2929.74,1119.71,0.0,5851.05,0.0,2168.45,247.67,1.6554,2.9794,0.1628,391786.93,0.5007,128.13,1,208.6,2006.0,471.3589,375874.92,375864.42,14957.6776,0,1.0281,0.0,0.0,28.6235,1.5999,503.0539,1.4716,5.225504818211858,0.712,10238.77488654766,37.32366666666667,86.55120255999998,True,11.3673227882175,1
4,1967,3049,,150.35,426.01,150.35,150.35,670.02,670.02,398.91,27.1,1.5358,3.1458,0.2161,99871.05,0.6358,8.63,1,21.84,2016.0,441.7679,44988.68,44980.32,0.0,0,0.4627,0.0,0.0,47.2099,0.0,491.96,2.9822,4.456401729298304,0.677,1231.9047865832438,5.011666666666667,13.95794316,True,13.32913942867377,1
12,1960,2964,0.0,116.5,446.16,116.5,0.0,423.59,0.0,373.07,20.22,1.907,4.7502,1.2657,20111.82,1.0533,0.06,0,65.0,2015.0,774.6653,61781.37,61749.86,1451.62,0,2.25,0.0,0.0,0.0,0.0,971.46,196.7838,3.6359656652360512,0.684,827.6596799414446,3.8833333333333337,16.14987068,True,16.336787931726434,1
4,1990,3111,0.0,430.99,973.75,430.99,430.99,1912.82,1912.82,903.41,70.34,1.2841,4.8865,0.3284,258802.5,0.5091,32.26,2,194.88,2003.0,362.7754,106212.73,106189.01,0.0,0,0.9241,0.0,0.0,0.0,0.0,371.5277,8.7523,4.43820042228358,0.679,3495.882430724215,14.366333333333332,30.07570382,True,13.383802971528947,1
13,1950,3012,,951.78,1881.37,951.78,0.0,4218.41,0.0,1684.65,302.13,0.8687,2.849,0.2433,451261.8,0.446,68.23,1,225.8,2020.0,190.017,139434.6,133627.72,797.8882,2,1.2155,11.1365,0.0,44.2122,4.5349,251.5839,1.6834,4.432127172245687,0.739,7696.343978415962,31.726,46.48447650000001,True,13.402142513411452,1
13,1970,2915,1.0,723.0,1589.48,723.0,0.0,2548.38,0.0,1255.22,96.96,1.468,4.8458,0.37,227706.6,0.6237,0.07,1,100.0,2016.0,237.5587,150611.83,150611.82,1042.0,0,0.5,0.0,0.0,0.0,0.0,251.92,14.3598,3.5247302904564317,0.877,4972.111865289975,24.1,46.25023456,True,16.85235325971794,1
13,1970,2958,0.0,897.6199,2278.85,897.62,897.62,4032.73,4032.73,2036.89,241.96,1.008,2.2776,0.2601,433819.7,0.5651,85.85,31,953.72,2017.0,225.4193,168436.68,168185.36,0.0,0,0.864,0.0,0.0,38.8764,2.0457,301.2656,34.9242,4.492691784942403,0.831,7331.815594734671,29.920666666666666,52.08546432,True,13.221472302881672,1
4,1950,2915,1.0,247.6,802.62,247.6,0.0,1222.46,0.0,754.22,48.4,0.3955,2.3437,0.0023,159055.3,0.6566,20.76,1,28.68,2020.0,112.9081,24674.74,24662.51,0.0,0,0.4928,0.0,0.0,81.537,0.0,197.334,2.8889,4.937237479806139,0.882,2180.265355850271,8.253333333333334,8.234581799999999,True,12.03101941985832,1
13,1960,2924,2.0,176.1,1515.93,631.01,631.01,2877.41,2877.41,1400.41,178.9,0.6437,1.4816,0.3262,137487.8,0.5268,19.52,31,139.77,2003.0,200.5001,104936.35,104854.46,0.0,0,3.44,0.0,0.0,0.0,0.0,295.1511,94.6509,4.5600069729481305,0.829,5214.969245725046,21.033666666666665,23.33004314,True,13.026295870244422,1
11,1984,3123,0.0,975.0,2686.55,975.0,975.0,6782.0,6782.0,2378.01,308.54,2.1183,5.9984,1.0544,479415.8,0.3961,122.26,31,321.0,2017.0,875.2313,610284.91,610200.36,0.0,0,1.1513,0.0,0.0,0.0,0.0,884.7632,9.5319,6.955897435897436,0.715,11172.255289206918,32.5,137.76169838,True,8.539516366853436,1
13,1976,3012,,2947.0,5027.6,2947.0,0.0,12725.2,0.0,4538.78,488.82,1.2752,4.5404,0.4187,1136454.0,0.3951,103.01,0,766.0,2002.0,276.7718,486857.52,469792.09,1651.5,2,0.462,9.831,0.0,47.1208,0.0,336.997,3.2734,4.318018323719037,0.576,23353.63157435101,98.23333333333332,160.14581167999998,True,13.756310313393897,1
4,1912,3334,,315.2,957.99,315.2,315.2,1833.67,1833.67,880.16,107.16,1.6387,3.0915,0.0914,258740.3,0.5224,34.23,31,180.0,2019.0,476.7547,111515.77,111324.26,0.0,0,0.4834,0.0,0.0,33.7699,0.0,523.6258,13.1012,5.817480964467006,0.741,3144.057404133711,10.506666666666666,35.472066639999994,True,10.210604961634315,1
4,1993,3083,0.0,206.35,862.55,206.35,0.0,906.09,0.0,761.15,99.43,0.8862,1.8552,0.2982,74751.35,0.952,0.04,0,50.0,2005.0,340.94,51762.13,51762.14,306.1547,0,0.496185722006689,0.0,0.0,38.21,0.0,382.46,3.3,4.391034649866731,0.736,1667.5849644147163,6.878333333333333,17.17987332,True,13.527563487070818,1
