DPR412_classification,construction_year,degree_days,floors,net_area,heat_loss_surface,heated_usable_area,cooled_usable_area,heated_gross_volume,cooled_gross_volume,total_opaque_surface,total_glazed_surface,average_opaque_surface_transmittance,average_glazed_surface_transmittance,yie,Cm,surface_to_volume_ratio,Asol,system_type,nominal_power,installation_year,EPh,QHnd,QHimp,total_effective_ventilation_flow,ventilation_type,air_changes,EPv,EPc,EPl,EPt,EPgl,EPw,Interfloor,system_performance,corridor,aereo,theoric_nominal_power,Area_check,air_changes_max,cluster
13,1960,2737,4.0,9453.63,15010.37,9453.63,0.0,45174.47,0.0,13500.1,1510.27,0.9928,3.2328,0.8323,3386721.0,0.3323,819.82,1,1775.88,1997.0,208.5569,1507918.61,1466090.61,15585.7656,1,1.1146,2.2469,0.0,38.5957,0.4646,250.4641,0.6001,4.778531632822525,0.744,80693.18528482095,315.121,365.7060027200001,True,12.430596795048176,2
13,1950,2617,0.0,4848.37,11076.3,4848.37,4848.37,26431.38,26431.38,10455.61,774.36,1.3344,3.0115,0.4293,2553312.0,0.4191,106.48,1,389.6,2014.0,255.9063,1096357.17,1096357.17,0.0,0,1.3861,0.0,0.0,45.0476,0.888,301.8418,0.0,5.451601259804842,0.884,45744.204338663134,161.61233333333334,325.67902247999996,True,10.895881259321309,2
13,1990,2617,,12865.3,22572.67,12865.3,1872.75,61771.01,9479.82,20719.52,2048.36,1.0723,2.4159,0.3201,4236468.0,0.3654,768.91,19,2000.0,2016.0,128.8878,2065236.42,1768905.26,44820.9609,2,1.8,8.4585,0.0,47.9051,1.6586,187.5281,0.618,4.801365689101693,1.067,110200.70192652468,428.8433333333333,543.3234844,True,12.371480084266064,2
13,1980,2714,,4628.12,8520.2,4628.12,121.19,19413.74,460.17,7707.33,812.87,1.0473,3.156,0.3173,1877121.0,0.4389,163.57,19,960.0,2016.0,211.9844,764471.27,764420.99,0.0,0,0.48,0.0,0.1813,42.0952,1.0465,257.195,1.8878,4.194735659403819,0.779,35907.22575736581,154.27066666666667,212.74608858,True,14.160606251036638,2
13,1970,2617,0.0,9205.889,11121.21,9205.89,0.0,49161.07,0.0,9252.17,1869.04,1.3028,3.0253,0.4654,3455026.0,0.2262,739.44,1,1624.89,1995.0,179.1237,1359879.14,1363008.84,7166.6436,2,0.64,1.7202,0.0,285.1128,0.8331,467.4928,0.703,5.340175691866838,0.827,85474.52711622289,306.863,354.16267576,True,11.123229539145507,2
13,1990,2617,4.0,9045.791,16310.22,9045.79,0.0,42676.16,0.0,14990.33,1319.89,0.8877,3.6867,0.3916,3556844.0,0.3822,646.85,1,1161.92,2017.0,187.3279,1245618.41,1245618.41,0.0,0,0.9692,0.0,0.0,42.9893,0.4108,230.7281,0.0,4.717792475836825,0.735,76479.85050921046,301.52633333333335,363.4590880800001,True,12.590634349482242,2
13,1930,2617,,4893.9,7076.8,4893.9,0.0,24355.4,0.0,6201.16,875.64,1.0884,5.7893,0.2286,1167667.0,0.2906,454.48,1,1161.08,2021.0,198.8501,788412.29,788386.68,1053.8035,2,0.9037,0.0,0.0,41.3153,1.3314,242.4059,0.9092,4.976685261243589,0.81,43073.27811779924,163.13,236.37370392,True,11.935655337214744,2
13,1950,2617,0.0,8515.058,12655.9,8515.06,784.42,30515.93,3140.84,10875.66,2000.07,1.1503,2.4875,0.5178,3239606.0,0.4147,1022.22,1,1996.92,2000.0,218.9396,1226944.83,1311217.37,22260.1074,1,1.0465,6.6389,7.9541,44.0712,0.8276,278.7432,0.3119,3.5837598325789837,0.703,59114.95050430393,283.8353333333333,349.70891646,True,16.57477140627862,2
13,1910,2617,0.0,4289.57,9491.37,4289.57,0.0,30008.09,0.0,8342.78,1573.03,0.9028,4.2009,0.1309,2203057.0,0.3163,257.3,1,1964.0,2016.0,299.9601,972043.31,972042.38,0.0,0,1.6364,0.0,0.0,39.9827,1.0846,341.0651,0.0377,6.9955939639637545,0.755,49309.21554158181,142.98566666666665,282.80007022,True,8.491058844464941,2
13,1975,2662,,4334.97,6082.09,4752.44,4752.44,18089.15,18089.15,5752.15,329.94,0.3733,1.6973,0.9997,863812.9,0.3362,70.99,1,584.25,2016.0,307.4192,1014054.64,1014054.64,14.5318425,0,1.7766,0.0,0.0,13.242,0.0,321.055,0.3938,3.8062868757943296,0.694,34408.81855054987,158.41466666666665,54.145695139999994,True,15.605760137983264,2
13,1975,2553,,17595.52,23889.84,17595.52,953.09,84853.3,4471.64,19667.2,4222.64,0.8347,2.8938,0.2272,8121902.0,0.2815,1788.75,19,2800.0,2017.0,103.1213,2046653.04,1923652.1,19651.6133,2,0.6972,1.6441,4.8265,68.3257,0.4317,178.8533,0.5039,4.822437756883571,1.06,151207.62762334818,586.5173333333333,572.71374944,True,12.317421809169472,2
13,1974,2553,0.0,11016.22,15662.84,11016.22,0.0,47511.57,0.0,13019.05,2643.79,1.4923,3.2658,0.5701,3270868.0,0.3297,1397.19,1,1165.84,2017.0,204.637,1848671.64,1807032.56,20003.4023,2,1.7132,1.5034,0.0,32.7625,0.6486,240.9381,1.3865,4.3128741074524655,0.802,87187.47676185724,367.20733333333334,561.2483539399999,True,13.772718266308608,2
13,1962,2637,,2172.24,18976.7,13577.55,1561.93,67445.02,16385.53,16562.58,2551.07,1.2105,3.485,0.3679,1275017.0,0.2814,979.98,19,2835.82,2010.0,287.8508,2937881.72,2544400.35,24500.0,1,1.7846,0.0,0.0,39.9272,0.2921,328.7486,0.6786,4.967392497173644,0.651,119306.99434803416,452.585,578.7896408,True,11.957983999411669,2
13,1900,2617,,16904.19,26254.38,16904.19,33.96,102658.0,207.81,22820.74,3962.59,0.7977,3.0782,0.1877,9496266.0,0.2557,1448.99,19,2800.0,2016.0,117.4262,2338242.4,2338186.54,0.0,0,0.3586,0.0,0.082,39.5521,0.7651,158.3997,0.5743,6.072932213847573,1.178,173455.7770136958,563.473,608.03497672,True,9.781107035009448,2
13,1970,2617,,6817.709,10402.74,6817.71,98.35,29514.71,404.18,9145.98,1256.76,1.176,4.8769,0.4613,1716449.0,0.3525,266.23,1,1161.08,2021.0,220.9682,1219422.28,1213731.26,1053.8035,2,0.64,2.0729,0.5406,31.4586,1.4311,257.124,0.6526,4.329123708693975,0.806,54111.21380523461,227.257,337.69530648000006,True,13.721021619389113,2
13,1965,2426,1.0,4739.23,4949.08,4739.23,0.0,16960.82,0.0,3578.64,980.92,0.8936,3.4017,0.2642,626059.26,0.2918,0.08,1,350.0,2020.0,242.1164,981156.49,980955.44,55013.38,0,1.82,0.0,0.0,0.0,0.0,243.95,1.8379,3.5788134359379056,0.855,32875.125665114014,157.9743333333333,130.69336536,True,16.59767994707803,2
13,1970,2751,0.0,5657.602,8432.09,5657.6,0.0,26746.86,0.0,6018.83,1565.45,2.0275,2.395,1.926,1064771.29,0.3153,463.69,1,830.0,2011.0,319.3392,1285712.28,1285281.51,44552.4847,0,2.0017,0.0,0.0,30.7698,0.0,355.291,5.182,4.727598274886877,0.711,47912.86744598745,188.58666666666667,319.0486115,True,12.564519349187158,2
4,1880,2578,,10013.82,16738.36,10013.82,10013.82,47944.03,47944.03,15264.41,1473.95,0.6868,2.4247,0.1704,836885.3,0.3491,755.03,5,1844.0,2012.0,85.0608,748262.24,727074.01,6956.6953,2,0.3616,3.5351,37.5361,2.4946,0.7508,138.2492,8.8718,4.787786279361922,0.854,85597.53343635747,333.794,281.14966706,True,12.406568826191709,2
6,1930,2617,0.0,2614.42,8026.75,2614.42,2395.37,18210.55,17265.31,10343.35,524.44,1.156,3.9723,0.1647,1476623.29,0.4408,0.05,19,700.0,2023.0,206.0065,916276.38,1064056.26,19.7,1,0.51,97.4774,20.2632,137.1941,20.914,488.2245,6.3692,6.96542636607737,1.976,29956.072868245516,87.14733333333334,280.80291223999996,True,8.527834030273661,2
4,1600,2617,0.0,7127.91,11442.78,7127.91,5515.99,39954.27,32057.44,10383.16,953.5,1.3875,4.3112,0.1107,1406581.93,0.2864,0.03,1,2402.03,2019.0,169.01,809044.17,808556.42,1007.0615,1,0.600851971598795,104.09,12.43,135.72,1.07,428.51,6.17,5.605327508343961,0.671,68705.35342438548,237.597,370.347274,True,10.597061440491842,2
4,1930,2617,0.0,9737.2,11661.72,9737.2,0.0,47607.4,0.0,9987.35,2218.95,0.9584,3.3837,0.1716,3411702.0,0.245,571.66,1,1570.0,2016.0,149.8503,1128577.52,1128124.21,0.0,0,0.6636,0.0,0.0,49.1864,1.4252,208.5515,8.0896,4.8892289364499035,0.773,84550.72660153803,324.5733333333334,341.6027471,True,12.149154963304024,2
13,1950,2870,0.0,4407.317,10100.19,4407.32,769.75,21037.3,3170.16,8170.83,751.48,1.3806,4.4456,0.4917,680325.93,0.4801,595.94,1,920.0,2012.0,364.0462,1194735.43,1247414.16,37944.8475,0,2.2606,0.0,2.4152,43.1511,1.1703,411.7581,0.9752,4.773263570605266,0.777,37596.163821719565,146.91066666666666,292.42854772000004,True,12.44431595309284,2
13,1600,2778,,263.98,10643.31,4590.5,4590.5,30521.77,30521.77,9776.02,1032.39,1.1259,4.3879,0.0574,1877600.0,0.3487,252.04,1,549.98,2022.0,247.7193,901188.92,901174.85,0.0,0,0.8056,0.0,0.0,30.5804,0.9262,279.7584,0.5325,6.648898812765494,0.792,50643.93072744605,153.01666666666668,310.73689998,True,8.933810195149233,2
13,1970,2639,,3716.08,9749.0,3716.08,3716.08,18347.6,18347.6,9383.49,698.16,1.1544,3.5887,0.8465,1608584.0,0.5314,64.57,1,546.64,2015.0,324.9651,1016944.5,1011437.76,382.7601,2,1.0786,0.0038,0.0,43.0632,0.0,368.2119,0.1798,4.937353340078793,0.838,32515.381982500858,123.86933333333332,266.75575296,True,12.030737099130132,2
13,1975,2662,,5060.19,11411.84,5060.19,5060.19,35304.16,35304.16,10393.13,1018.71,1.3562,3.0551,0.0964,714565.64,0.3232,387.01,1,920.0,2016.0,200.9738,831419.83,831419.83,13.662513,0,0.943611886168846,0.0,0.0,27.5265,0.0,228.8702,0.3699,6.97684474298396,0.818,58037.2757280274,168.67299999999997,344.14847653999993,True,8.513877288115621,2
4,1915,2617,0.0,1082.08,13557.76,8243.94,8243.94,35035.53,35035.53,12103.92,1766.94,0.8885,5.1623,0.1373,2239964.0,0.387,760.41,1,1417.0,2020.0,229.6332,2013648.16,1084857.34,47800.0,2,1.0331,39.4291,63.687,33.508,0.0,369.6269,3.3695,4.249852619014694,0.573,64556.706302043094,274.798,397.51614564,True,13.9769552793978,2
13,1980,2662,,5809.92,10965.57,5809.92,5809.92,32915.03,32915.03,9741.97,1223.6,1.4286,4.3408,0.0945,1225534.05,0.3331,594.12,1,1296.0,2016.0,208.9324,923340.5,923340.5,13.07232,0,0.869016541608617,0.0,0.0,27.9616,0.0,237.2161,0.3221,5.665315529301608,0.761,56469.34354348713,193.664,384.5756244399999,True,10.484852907623056,2
13,1950,2617,0.0,5729.74,12730.41,5729.74,5729.74,24133.47,24133.47,11774.92,1388.44,1.4709,2.7057,0.3734,2916134.0,0.5275,120.07,1,589.6,2014.0,267.5332,1468608.13,1468047.24,0.0,0,1.6382,0.0,0.0,46.2604,0.7525,315.5559,1.0099,4.211965987985494,0.958,44582.82427005698,190.99133333333333,421.52863872000006,True,14.1026779820722,2
13,1950,2608,0.0,2801.54,5281.46,2801.54,0.0,13955.83,0.0,4705.59,570.25,1.5636,2.994,0.3388,659492.75,0.3784,0.04,1,626.2,1992.0,412.33,816007.27,815969.99,16049.54,0,1.51172776302833,0.0,0.0,65.82,0.35,479.05,0.54,4.981485183149268,0.706,24681.862440045577,93.38466666666666,181.29978048,True,11.924154708104068,2
4,1800,2617,,6149.942,10530.24,6149.94,2601.87,37783.05,15904.04,9666.05,864.19,1.2832,4.5807,0.1795,2771446.0,0.2787,118.26,1,1740.7,2010.0,236.5228,1017697.76,1013115.1,5193.1636,1,0.379,3.2782,6.3568,71.6966,1.8096,327.7536,8.0896,6.143645303856624,0.696,63696.86395916739,204.998,327.24140986000003,True,9.66852691881677,2
5,1971,2939,0.0,37840.87,43975.64,37840.87,37840.87,148230.74,148230.74,71683.99,3262.39,1.5366,4.7587,0.3715,9514137.43,0.2967,0.02,0,6210.0,2000.0,116.0936,2316793.96,2644677.71,22.78,0,0.5,1.6001,20.4284,141.9406,3.1562,287.9361,4.7173,3.917212791354955,0.602,279494.6199329477,1261.3623333333337,2513.48708654,True,15.163843059813372,2
4,1800,2751,0.0,1105.4,3069.16,1105.4,0.0,6528.3,0.0,2847.05,221.45,1.3776,2.0544,0.1205,471578.25,0.4701,0.04,1,112.0,2016.0,199.32,1111165.96,1111165.96,0.4372,0,0.790949290814452,0.0,0.0,30.94,1.37,233.95,2.31,5.905825945359146,5.043,11112.86631504538,36.84666666666667,87.54085919999999,True,10.057864987822253,2
13,1930,2617,,4893.9,7076.8,4893.9,0.0,24355.4,0.0,6201.16,875.64,1.0884,5.7892,0.3788,1167667.0,0.2906,282.48,1,2158.83,2006.0,201.7663,788412.29,788386.68,1053.8035,2,0.9037,0.0,0.0,41.3153,1.3314,245.3221,0.9092,4.976685261243589,0.798,43073.27811779924,163.13,236.37195264000005,True,11.935655337214744,2
13,1980,2751,,6364.13,10713.86,6364.13,509.59,29392.61,2198.16,9144.04,1569.82,1.127,3.0007,0.4245,1881086.0,0.3645,262.64,1,852.14,2010.0,218.8088,941610.87,913360.17,4758.6074,2,1.1016,1.1015,5.2211,45.4329,1.3954,272.8605,0.9008,4.618480452159211,0.656,52968.28327081384,212.13766666666663,300.31783908,True,12.861373045809811,2
13,1960,2617,,4186.889,6928.42,4186.89,0.0,21075.89,0.0,6455.62,472.8,1.2569,5.6287,0.2046,1604045.0,0.3287,290.94,19,900.0,2017.0,128.0542,743589.18,743575.22,0.0,0,0.3512,0.0,0.0,41.8794,1.0307,171.5439,0.5796,5.033781637444499,1.387,37171.65475576505,139.56300000000002,215.50636276,True,11.800273487857456,2
13,1970,2737,0.0,3730.89,5397.23,3730.89,3730.89,17100.19,17100.19,4696.08,1049.84,1.2933,3.8697,0.4285,1927212.0,0.3156,158.47,1,880.0,2014.0,283.8463,802257.05,802257.05,0.0,0,0.64,0.0,0.0,39.8917,0.0,323.738,0.0,4.583407712368898,0.758,30883.13774251695,124.363,202.72012224,True,12.959789686547344,2
13,1980,2617,4.0,5727.34,10727.96,5727.34,184.69,26932.63,821.56,9641.39,1266.3,0.9548,4.393,0.2758,2368808.0,0.3983,522.21,1,743.34,2017.0,258.6083,1043587.01,1043569.92,0.0,0,0.9392,0.0,1.0326,32.9958,0.5486,293.5996,0.4144,4.702467463080592,0.705,48311.31841014118,190.91133333333337,295.36910144,True,12.63166634673257,2
4,1932,2463,,6487.06,9371.76,6487.06,6487.06,26429.55,26429.55,8702.75,669.01,1.5266,4.2368,0.3341,3084974.0,0.3546,299.58,0,569.0,1990.0,273.3438,1105310.5,1104992.86,0.0,0,0.9209,0.0,0.0,38.0027,0.0,319.8549,8.5084,4.07419539822354,0.623,49281.77560945048,216.23533333333336,322.40159436,True,14.57956582688695,2
13,1970,2617,,3983.44,7040.0,3983.44,0.0,19291.01,0.0,6300.49,739.51,0.9588,5.3642,0.3597,1669803.0,0.3649,137.17,1,499.63,2017.0,279.7574,744301.94,744285.65,0.0,0,3.44,0.0,0.0,61.43,1.3521,343.2502,0.7108,4.842801699034,0.668,34351.222048507945,132.78133333333332,200.15578708,True,12.265627149641208,2
4,1729,2617,,12858.15,32114.07,19476.05,0.0,90184.53,0.0,29050.58,3059.62,0.8921,3.9014,0.1324,5347264.0,0.3561,1861.19,1,2547.0,2019.0,122.6505,1792135.83,1775366.62,0.0,0,0.4114,0.0,0.0,28.2558,1.3762,157.8479,5.5654,4.6305349390661865,0.743,162382.55137225904,649.2016666666666,757.05647772,True,12.8278915463661,2
13,1100,2666,0.0,4875.16,12012.28,4875.16,4875.16,31543.33,31543.33,11247.17,938.01,0.8261,4.3548,0.0466,1982020.0,0.3808,350.27,1,612.63,2000.0,282.9892,1025573.13,1025555.21,0.0,0,0.7069,0.0,0.0,32.1492,0.5471,315.8531,0.1677,6.470214310914924,0.743,52621.134673940505,162.50533333333334,267.5226617,True,9.180530527372982,2
13,1800,2815,,3320.59,8511.47,3320.59,0.0,23846.75,0.0,7369.14,1142.33,1.1087,4.7651,0.0058,1765599.0,0.3569,496.99,19,535.0,2003.0,491.1781,934802.69,934778.34,0.0,0,3.44,0.0,0.0,40.3651,1.0113,533.5075,0.9531,7.181479797264943,0.573,38998.95226884915,110.68633333333334,272.26964402,True,8.271275792298741,2
13,1975,2662,,4334.97,6082.09,4752.44,4752.44,18089.15,18089.15,5752.15,329.94,0.3733,1.6973,0.9997,863812.9,0.3362,70.99,1,1035.75,2016.0,263.9418,1014054.64,1014054.64,14.5318425,0,1.7766,0.0,0.0,14.5186,0.0,278.8542,0.3938,3.8062868757943296,0.808,34408.81855054987,158.41466666666665,54.145695139999994,True,15.605760137983264,2
13,1970,2617,6.0,5660.931,11432.67,5660.93,0.0,25249.02,0.0,10544.49,888.18,1.2509,3.3446,0.3873,1914332.0,0.4528,360.77,1,1543.87,1996.0,172.389,804043.65,804020.37,0.0,0,0.64,0.0,0.0,37.3371,3.093,213.5336,0.7145,4.460224733391863,0.824,45922.14741838622,188.69766666666663,323.21418737999994,True,13.317714588526606,2
13,1971,2815,1.0,1438.0598,3931.09,1853.14,0.0,9326.4,0.0,3681.96,413.6,1.183,4.9079,0.8769,432948.45,0.4215,0.03,0,698.0,1999.0,397.31,828716.72,828630.91,1.9906,0,1.65208520143839,0.0,0.0,119.85,0.0,521.69,4.53,5.032755215472117,1.125,16458.25221913479,61.77133333333334,127.7133224,True,11.802680133813691,2
4,2000,2617,1.0,5049.4901,7331.43,5049.49,3546.33,23205.53,17141.49,6182.04,1230.09,1.6539,4.4991,0.1175,927891.99,0.3159,0.06,1,9691.2,1999.0,270.84,808394.03,808394.03,7281.5908,0,0.3605111928,0.0,2.76,135.52,0.64,409.76,0.0,4.59561856741968,0.591,41875.48352236892,168.31633333333332,315.1754775,True,12.925354689162456,2
13,1975,2617,0.0,3871.5,7302.33,3871.5,0.0,17472.14,0.0,6554.41,1303.81,1.0411,5.4747,0.2575,1642148.0,0.4179,168.92,1,539.0,2016.0,307.3917,905261.77,905254.78,0.0,0,1.4349,0.0,0.0,43.5453,0.4107,351.6611,0.3134,4.513015627017952,0.761,31682.96989959423,129.05,279.23529715999996,True,13.161930936908702,2
13,1970,2781,0.0,1469.42,8862.75,4652.22,0.0,18442.47,0.0,8244.08,860.83,1.6873,3.5513,0.7085,2219195.0,0.4806,189.84,1,488.55,2019.0,238.6607,912355.84,912122.22,0.0,0,0.5495,0.0,0.0,41.352,0.5339,283.2759,2.7292,3.964229980525426,0.822,34663.63082947646,155.074,339.34603525999995,True,14.983994443260585,2
13,1981,3231,0.0,2641.181,5604.87,2641.18,0.0,14037.03,0.0,4738.44,349.25,1.9562,3.6899,1.3109,675548.83,0.3993,261.8,1,459.6,2019.0,727.3829,1446424.46,1446413.57,63485.2458,0,4.08,0.0,0.0,33.2234,1.3174,766.8861,4.9624,5.31468131668421,0.753,24444.303578833777,88.03933333333333,211.16067806,True,11.176587355017404,2
13,1980,2815,0.0,1623.17,3739.16,1988.27,0.0,8093.85,0.0,3385.98,337.29,1.2546,5.944,0.3645,456528.74,0.462,0.04,1,1790.0,1998.0,337.82,846773.23,846773.23,1.9842,0,1.3044966732332,0.0,0.0,117.5,1.83,458.19,1.04,4.070800243427704,1.261,15104.2242611954,66.27566666666667,125.05804536,True,14.591725569413812,2
13,1969,2815,,6483.91,10409.85,6483.91,0.0,30254.25,0.0,9185.23,1224.62,0.9885,2.8178,0.2617,2574039.0,0.3441,591.57,1,1161.08,2021.0,215.0868,1117886.86,1117638.95,0.0,0,1.13,0.0,0.0,37.3349,1.0353,253.8211,0.3641,4.666050269050619,0.801,54376.33838336529,216.13033333333337,250.60668182,True,12.730252906616428,2
4,1959,2617,0.0,9335.299,11733.65,9335.3,8116.34,33701.71,28816.85,10166.74,2339.92,1.1581,2.9743,0.7268,2236010.0,0.3482,236.51,1,1353.78,2016.0,129.8706,873295.94,706443.89,72073.9688,2,8.24,20.8161,61.1309,67.7763,4.0148,283.6086,0.0,3.610136792604416,0.583,65136.74374371115,311.1766666666666,374.67451299999993,True,16.45367015501587,2
13,1980,2540,0.0,7181.22,9231.84,7181.22,7181.22,26279.19,26279.19,8319.21,1488.43,0.7383,5.191,0.1856,1523253.0,0.3513,164.85,1,620.2,2015.0,161.8962,1169081.36,1167946.89,0.0,0,1.0991,0.0,0.0,42.8649,0.6117,206.1799,0.8071,3.659432519822537,1.005,50581.37411151296,239.374,277.37025746,True,16.232024959673414,2
13,1950,2617,0.0,9588.102,10482.04,9588.1,0.0,47460.0,0.0,7949.63,2532.41,0.4727,1.4726,0.0089,3182782.0,0.2209,533.21,19,1300.0,1996.0,62.6669,842073.68,768952.95,7494.0938,2,0.8035,2.211,0.0,44.0819,0.7686,110.4034,0.675,4.949885795934543,1.28,84031.90314575989,319.60333333333335,149.74034134,True,12.000276864728194,2
4,2008,2617,,20084.73,24128.76,20084.73,16040.04,84481.36,65452.13,21009.11,3119.65,1.2542,3.4105,0.1272,3981224.0,0.2856,1505.17,19,3981.0,2008.0,113.2849,2265323.75,2376701.29,90574.4219,2,11.7931,3.3923,1822.6177,55.7339,0.9183,1997.5186,1.5716,4.206248229376247,1.045,156093.49928732376,669.491,739.7838417400001,True,14.121848440886842,2
13,1960,2617,,7278.681,15684.74,7278.68,0.0,37521.37,0.0,14567.43,1117.31,1.0294,3.4309,0.5744,3555748.0,0.418,574.45,1,2136.43,1994.0,270.7929,1474146.94,1474107.37,0.0,0,1.0071,0.0,0.0,43.1512,0.0,314.8887,0.9447,5.154969032846616,0.748,65786.21963578073,242.62266666666667,376.58182642,True,11.522862624685612,2
13,1905,2617,0.0,3352.58,7587.6,3352.58,0.0,21135.62,0.0,6889.09,907.09,1.0561,4.781,0.2729,1057361.0,0.359,127.98,1,915.34,2016.0,307.388,762536.16,762531.51,0.0,0,1.681,0.0,0.0,28.138,1.6562,337.4235,0.2413,6.304285058074677,0.74,35450.66835905019,111.75266666666668,232.24730478,True,9.422162775447326,2
13,1979,2639,1.0,3150.0,5088.03,3150.0,0.0,13602.98,0.0,4837.14,250.89,2.5228,3.0753,1.1786,397256.09,0.374,110.95,0,300.0,1990.0,512.6452,970564.16,969697.45,30618.0,0,3.18982024574264,13.4967,0.0,105.27,1.3651,635.1473,2.3703,4.318406349206349,0.6,24963.052583388704,105.0,259.49397618,True,13.75507425578807,2
4,1978,2617,,4123.0,6200.42,4123.0,2949.0,16350.0,12115.83,5296.63,1903.24,2.0309,3.8406,0.7742,789155.8,0.3792,234.72,0,1000.0,2005.0,261.1597,876254.54,669814.23,24164.5371,2,5.9664,27.7649,47.3735,47.8547,10.4739,402.7163,8.0896,3.9655590589376666,0.622,30729.082723688436,137.43333333333334,361.33018822,True,14.978972477064222,2
13,1966,2628,0.0,9516.87,9881.05,9516.87,9516.87,34511.13,34511.13,9161.45,1245.6,1.738,2.5513,0.6644,3515391.0,0.2863,554.26,0,2139.4,1995.0,243.5286,1541626.16,1541626.16,0.0,0,1.2526,0.0,0.0,65.0555,0.4653,309.0495,0.0,3.626310961482083,0.665,66608.7168398612,317.22900000000004,382.0099876,True,16.380283056509597,2
13,1980,2687,0.0,10409.72,25582.12,10409.72,4748.45,42947.42,19781.56,23924.87,1657.25,0.815,3.3341,0.1924,5016937.0,0.5957,748.25,31,9139.09,2000.0,266.328,1954218.15,1855038.2,42368.7812,1,3.4105,0.0,0.0,56.0535,0.0,322.552,0.1704,4.1257036692629585,0.669,79789.6493590698,346.99066666666664,500.48412549999995,True,14.397543973537871,2
13,1968,2617,,4698.09,6596.0,4698.09,128.21,17556.89,460.58,5609.51,986.49,1.2882,2.7287,0.305,1718983.0,0.3757,435.11,19,1403.0,2008.0,193.8445,717395.73,717367.89,0.0,0,1.049,0.0,0.8046,49.2254,113.9722,358.8763,1.0297,3.7370271748731927,0.788,33581.38309702849,156.603,198.3601209,True,15.894987437980191,2
5,2004,2975,0.0,3052.515,6497.05,3052.52,0.0,12588.43,0.0,6239.64,251.57,1.3427,2.2076,0.4806,1075651.54,0.5161,139.33,1,424.35,2012.0,308.559,850801.88,847525.36,16594.718,0,2.308,0.0,0.0,66.1219,1.6478,410.1884,33.8597,4.123946771847523,0.9,23398.907034113996,101.75066666666666,178.6666112,True,14.403677662742693,2
13,1965,2751,,3452.25,9236.19,3452.25,3452.25,25318.42,25318.42,8577.89,1165.99,0.9362,2.3485,0.2333,1737485.0,0.3648,114.09,1,891.9,2012.0,343.2368,784533.99,783531.04,0.0,0,0.8425,0.0,0.0,30.1211,0.7164,392.3499,18.2756,7.333889492360054,0.661,41246.38918785692,115.075,215.37896266,True,8.09938574366015,2
5,1970,2542,,5758.56,6349.25,5758.56,4434.35,21590.86,16625.94,5887.81,899.02,1.2875,4.2297,0.4203,1799347.0,0.2941,318.19,1,709.0,2019.0,150.8915,726238.61,667989.57,2426.6189,2,1.008,35.0956,15.5068,119.6339,3.8654,330.7431,5.7499,3.749350532077464,0.769,41253.62138492957,191.95200000000003,227.66280538000004,True,15.842743827712283,2
13,1980,2687,0.0,6814.55,18248.9,6814.55,2105.69,27946.55,8488.71,16847.9,1401.0,0.7841,3.2591,0.202,3367323.0,0.653,664.9,31,9139.09,2000.0,272.2031,1263079.93,1203536.15,19295.4434,1,1.9235,5.1847,0.0,53.3412,0.9373,332.2651,0.5988,4.101011805621794,0.649,52012.81505092075,227.15166666666667,355.5287498,True,14.484230432736778,2
11,1991,3012,,7847.99,11381.71,7847.99,0.0,73699.0,0.0,10899.25,994.62,0.9512,3.0155,0.2369,1877990.0,0.1544,217.42,1,2843.76,2021.0,542.2484,2944420.48,2528718.24,127211.9688,2,1.863,23.8624,0.0,121.9507,0.0,688.9598,0.8983,9.390812169740276,0.594,115267.06553728442,261.5996666666667,267.3328642000001,True,6.325331497035238,2
4,1900,2559,1.0,5228.79,8957.3,5228.79,5228.79,26761.81,26761.81,6337.68,811.17,0.8066,3.0827,0.0564,1402305.97,0.3347,163.87,31,936.0,2022.0,284.0459,1522158.69,1521913.16,59133.44,0,0.44,0.0,0.0,76.8595,2.1142,371.176,8.1564,5.118165005670528,1.025,47006.54620044337,174.293,152.25132893999998,True,11.60572195976281,2
13,1980,2617,0.0,7019.79,11434.61,8224.64,8224.64,38926.59,38926.59,10437.67,996.94,0.4341,2.2852,0.1668,1929903.0,0.2937,346.81,1,1847.8,2017.0,131.6104,883330.75,880742.98,0.0,0,0.3583,0.0,0.0,49.6115,0.4519,197.4429,15.7692,4.73292326472648,0.814,69704.4936535151,274.1546666666666,136.1839967,True,12.550383067204192,2
13,1958,2617,,654.3001,12641.51,8139.56,0.0,36086.13,0.0,10753.89,1887.62,1.47,3.5019,0.3939,4344067.0,0.3503,991.41,1,1818.66,2023.0,265.8738,1529725.64,1343405.96,36931.5547,2,1.6612,9.8891,0.0,23.6103,1.443,304.325,3.509,4.433425148288113,0.621,65732.30492660766,271.3186666666667,448.36949556,True,13.398218761612842,2
13,1980,2737,0.0,6582.14,9786.26,6582.14,0.0,26313.39,0.0,8976.65,809.61,1.028,3.5086,0.8015,2364026.0,0.3719,360.48,1,1532.45,1995.0,192.714,1036879.99,1036823.82,0.0,0,0.64,0.0,0.0,44.8987,1.2842,239.5479,0.651,3.997695278435281,0.817,49332.30424862601,219.40466666666669,241.37187692,True,14.858561211611276,2
