DPR412_classification,construction_year,degree_days,floors,net_area,heat_loss_surface,heated_usable_area,cooled_usable_area,heated_gross_volume,cooled_gross_volume,total_opaque_surface,total_glazed_surface,average_opaque_surface_transmittance,average_glazed_surface_transmittance,yie,Cm,surface_to_volume_ratio,Asol,system_type,energy_vectors_used,nominal_power,installation_year,EPh,QHnd,QHimp,total_effective_ventilation_flow,ventilation_type,air_changes,EPv,EPc,EPl,EPt,EPgl,EPw,Interfloor,system_performance,corridor,aereo,theoric_nominal_power,Area_check,air_changes_max,cluster
13,1970,2945,1.0,1015.498,2093.99,1015.5,0.0,4179.71,0.0,2039.26,54.73,1.3564,5.1303,0.7959,296114.33,0.501,33.97,0,,291.0,2000.0,288.7523,204546.88,204546.88,4922.6436,0,2.9392,0.0,0.0,27.9404,0.0,316.6927,0.0,4.115913343180699,0.698,7781.60836018458,33.85,60.93667166,True,14.43179072232284,1
4,1953,2642,0.0,77.2,249.07,77.2,0.0,364.21,0.0,231.24,15.94,1.1197,4.9439,0.1146,51293.38,0.6839,0.04,0,,24.1,1999.0,395.49,19095.92,19095.92,111.613,0,0.445415136795266,0.0,0.0,0.0,0.0,395.49,0.0,4.717746113989637,0.625,666.7340135357674,2.5733333333333333,6.754503880000001,True,12.590758079130174,1
8,1950,2678,0.0,109.76,333.36,109.76,0.0,589.01,0.0,219.08,23.0,1.4706,5.1929,0.339,28677.77,0.566,0.11,0,,24.1,2011.0,407.2714,32062.51,31912.22,2437.09,0,2.29,0.0,0.0,12.3658,0.0,677.15,257.5093,5.366344752186588,0.714,1038.8336078999705,3.658666666666667,8.832314960000001,True,11.068986944194496,1
13,1978,2617,0.0,712.25,1433.26,712.25,0.0,2806.41,0.0,1369.63,110.87,0.9392,2.282,0.1604,335048.6,0.5107,0.01,0,,130.0,2007.0,213.55,111913.6,111830.95,0.0002,0,0.915719400265852,0.0,0.0,30.32,0.0,248.41,4.54,3.94020358020358,0.735,5294.148285159215,23.741666666666667,30.78723672,True,15.07536318641966,1
13,1850,2735,1.0,342.3,1333.48,342.3,0.0,1722.1,0.0,1204.29,122.89,1.6091,4.2479,0.0001,151448.75,0.7743,0.09,0,,105.0,1920.0,612.11,128067.51,128067.51,0.0001,0,0.71332216512321,0.0,0.0,0.0,0.0,612.91,0.8,5.030966988022202,0.611,3051.5494901113534,11.41,49.1969494,True,11.806875326636089,1
13,1980,2640,0.0,2317.019,4944.67,2317.02,0.0,9391.52,0.0,4622.28,289.49,1.4957,2.7414,0.5388,548164.32,0.5265,160.54,1,,448.8,2010.0,280.4559,487573.68,487531.61,13968.7471,0,2.0,0.0,0.0,20.619,0.0,302.9659,1.891,4.053275327791733,0.75,17545.415794975623,77.234,154.14304163999998,True,14.654814982026336,1
4,1960,2847,0.0,74.1,128.4,74.1,0.0,307.56,0.0,205.78,15.82,0.8891,3.3,0.3441,12511.46,0.4175,8.81,0,,22.0,2007.0,255.3969,12820.34,12813.94,184.5126,0,0.83,0.0,0.0,46.1391,0.0,310.5438,9.0078,4.150607287449393,0.677,582.7946125600225,2.47,4.703299960000001,True,14.311158798283262,1
7,1954,2751,0.0,370.22,1149.41,370.22,317.64,1576.63,1333.96,986.93,28.51,1.6127,4.4102,0.6638,59476.56,0.729,0.03,31,,64.18,2015.0,319.0144,89622.1,89622.1,4331.48,0,1.23,0.0,0.0,7.96,0.0,326.97,0.0,4.258630003781535,0.759,2915.6575954377017,12.340666666666667,34.34713626,True,13.948147631340264,1
13,2017,2498,3.0,1393.61,3162.39,1840.25,0.0,8165.29,0.0,2859.66,302.73,2.1693,3.3701,0.7609,467452.52,0.3873,0.03,0,,204.0,2015.0,374.97,1329812.76,1329812.76,1.9095,0,0.706750528207706,0.0,0.0,93.43,1.58,545.75,75.77,4.437054747996196,1.927,14880.440078972671,61.34166666666667,144.47381621999995,True,13.387258750148495,1
5,1950,2617,0.0,395.43,574.47,395.43,395.43,1859.1,1859.1,366.93,45.44,0.2168,0.8752,0.0111,85192.13,0.309,0.01,19,,41.0,2017.0,100.5772,23714.99,23207.63,2760.53,0,1.54,0.0,3.2044,0.0,0.0,112.0,8.222,4.701464228814202,0.584,3348.1367182678378,13.181,2.38639024,True,12.634361787961918,1
4,1800,2617,1.0,3168.82,3765.19,3168.82,0.0,14254.15,0.0,2945.06,356.07,1.8643,5.1505,0.3961,565150.02,0.2641,0.06,31,,1376.0,1990.0,197.7071,427921.45,427700.26,7745.06,0,0.37,0.0,0.0,44.9638,0.0,247.63,4.9629,4.498251715149488,0.683,25872.522507083435,105.62733333333334,146.48827786,True,13.20513029538766,1
13,2001,2628,0.0,267.27,798.19,267.27,267.27,818.95,818.95,709.76,51.18,1.8041,4.6724,0.5098,20197.85,0.9747,0.09,0,,33.0,2001.0,485.238,92937.05,92935.85,3097.35,0,2.02,0.0,14.7429,31.7894,0.0,532.04,0.2701,3.064129906087478,0.717,1679.1747928190375,8.908999999999999,30.39222896,True,19.38560107454667,1
4,1992,2463,0.0,885.91,1366.39,885.91,380.08,3428.4,1363.99,1033.23,88.0,1.6574,4.8808,0.7238,220685.68,0.3985,0.04,1,,162.0,2002.0,502.8584,377025.91,376998.0,13534.1,2,1.0,15.0788,30.3363,1133.4381,0.0,1689.86,8.1576,3.86991906627084,0.846,6498.847664175557,29.53033333333333,42.83971604,True,15.349158207910396,1
13,1970,3168,0.0,201.18,533.32,201.18,0.0,945.05,0.0,497.23,36.09,1.2768,1.0,0.3328,610062.17,0.5643,0.09,1,,342.0,2016.0,274.06,263945.93,39235.46,588.031,0,0.919728807775031,0.0,0.0,70.9,2.26,351.87,4.65,4.697534546177552,0.712,1709.2695028633389,6.706,13.419065279999998,True,12.644930956034074,1
4,1974,2617,0.0,236.36,524.14,236.36,236.36,1186.64,1186.64,457.21,66.93,1.417,3.8318,0.5993,71022.55,0.4417,0.06,0,,48.0,1982.0,397.56,57525.46,57349.78,340.8417,0,0.362322729802641,0.0,37.94,132.67,0.0,571.53,3.36,5.020477238111356,0.61,2108.445307683327,7.878666666666667,18.08657888,True,11.83154452909054,1
7,1910,2426,0.0,194.69,633.93,194.69,0.0,913.39,0.0,451.6,33.4,1.9298,4.5663,0.3318,59029.63,0.694,0.07,1,,29.25,2017.0,393.6172,55951.04,55951.04,825.07,0,0.79,0.0,0.0,95.3311,0.0,488.95,0.0,4.691509579331244,0.73,1653.0015830015595,6.4896666666666665,20.480242,True,12.661169927413262,1
5,1960,2541,0.0,8813.51,11255.98,8813.51,8813.51,35370.28,35370.28,21940.04,1666.72,1.3369,3.2578,0.464,2124886.69,0.3182,0.05,1,,2953.0,2018.0,385.7883,2462010.26,2459273.33,57179.89,1,8.0,72.1592,2.0755,41.0495,0.0,520.65,19.5937,4.013188843037564,0.723,66234.19034172292,293.78366666666665,695.2295978400001,True,14.801197332902088,1
8,2003,2704,0.0,96.85,289.01,96.85,0.0,386.87,0.0,243.49,17.77,0.9322,3.2389,0.0554,18426.69,0.7471,0.11,1,,14.1,2010.0,447.4085,31269.13,31126.02,1732.76,0,2.8,0.0,0.0,13.3499,0.0,521.15,60.3888,3.994527620030976,0.718,737.2765285965271,3.228333333333333,5.6907326199999995,True,14.870344043218653,1
7,2000,4545,0.0,185.32,675.98,246.91,0.0,1099.08,0.0,648.3,25.35,1.108,2.6648,0.4638,107683.28,0.615,0.01,1,,31.9,2013.0,833.36,139277.27,139087.36,0.7273,0,2.40785902893075,0.0,0.0,49.31,8.47,1013.55,122.4,4.451338544408894,0.676,2012.8086667960176,8.230333333333332,15.7173816,True,13.34430068784802,1
8,2010,2478,0.0,80.16,371.56,80.16,0.0,609.79,0.0,262.79,43.2,0.3421,2.3118,0.098,18184.97,0.6093,0.28,5,,16.0,2020.0,531.6779,31777.86,31325.3,2591.27,0,3.07,0.0,0.0,0.0,0.0,1060.6,528.9222,7.607160678642715,0.735,1009.2441176948428,2.6719999999999997,3.79540438,True,7.8084324111579395,1
13,1700,3022,0.0,49.82,2839.6,1288.91,0.0,4830.81,0.0,2756.93,82.66,1.2299,3.0708,0.2755,250430.08,0.5878,29.05,1,,237.2,2013.0,265.0192,271702.59,271701.97,7424.1216,0,1.98617940199336,0.3004,0.0,93.4935,0.0,358.8488,0.0357,3.747980852037768,0.795,9239.96650069565,42.96366666666667,72.89161069999999,True,15.848533475752516,1
4,1970,3079,0.0,316.88,1073.51,316.88,0.0,1251.09,0.0,870.37,83.49,1.4054,3.2122,0.7906,86669.09,0.8581,0.11,0,,86.9,2009.0,702.0741,137775.7,137757.95,0.0,0,1.01,0.0,0.0,29.2743,0.0,740.26,8.9028,3.9481507195152736,0.619,2365.3095684376153,10.562666666666669,29.82809152,True,15.045018344004028,1
13,1980,2785,1.0,428.75,1462.62,428.75,0.0,2205.96,0.0,1146.8,92.41,0.1963,1.1576,0.0264,98293.75,0.663,0.07,1,,54.0,2016.0,122.6354,47145.72,47143.74,3622.92,0,1.13,0.0,0.0,283.735,0.0,409.63,3.2489,5.145096209912537,0.897,3884.0118002576446,14.291666666666666,6.641813119999999,True,11.544973616928685,1
13,1900,2553,0.0,676.686,1365.03,676.69,0.0,2511.83,0.0,1091.93,51.59,1.1493,2.7,0.1654,118461.55,0.5434,28.65,0,,443.9,2017.0,277.0954,117903.12,117896.18,5625.1892,0,3.0514,0.0,0.0,0.0,0.0,277.6085,0.5131,3.711936041614328,0.629,4823.781312000812,22.556333333333335,27.88496298,True,16.00243089699542,1
8,2019,3012,0.0,137.03,447.98,137.03,0.0,808.13,0.0,292.22,20.26,0.9655,1.7622,0.0038,42945.23,0.5543,0.04,1,,30.3,2018.0,320.9378,33580.88,32949.64,3149.58,0,2.23,0.0,0.0,11.2149,0.0,498.72,166.5707,5.897467707801211,0.749,1391.566279092396,4.567666666666667,6.356811640000001,True,10.072119584720282,1
13,1975,2743,0.0,331.609,1126.46,331.61,0.0,1871.66,0.0,1078.29,48.17,1.7082,2.6983,0.2096,129142.05,0.6018,22.65,0,,141.8,2004.0,837.0687,169231.84,169191.26,4146.6369,0,4.08,0.0,0.0,26.6653,0.0,873.5968,9.8629,5.644160308796478,0.61,3229.68217084887,11.053666666666668,39.43824178,True,10.524151822446385,1
8,1700,2939,0.0,123.01,337.3,123.01,123.01,527.75,527.75,232.97,18.79,0.8974,4.5992,0.1043,23687.59,0.6391,0.03,1,,24.0,2011.0,332.957,31516.58,31193.03,2781.45,0,2.78,0.0,5.8267,58.7819,0.0,486.43,88.8632,4.2903016014958135,0.762,982.5824551920844,4.100333333333333,5.9097249199999995,True,13.845180483183327,1
13,1965,2710,1.0,1907.17,4676.78,1907.17,0.0,8232.0,0.0,4367.61,309.17,0.8437,4.4249,0.1643,589897.35,0.5681,0.01,0,,233.0,2006.0,339.33,529814.23,953495.54,2.0923,0,1.25381947082429,0.0,0.0,24.09,0.0,364.04,0.62,4.316343063282245,1.473,15113.758564073569,63.57233333333333,101.0599778,True,13.761649416909624,1
4,1900,2712,0.0,124.78,127.02,124.78,84.3,456.12,319.9,108.87,18.15,1.2024,3.3276,0.0293,27404.09,0.2785,0.03,1,,25.0,2010.0,101.93,10746.55,10746.55,241.7674,0,1.03164814986814,0.0,2.94,263.04,0.0,369.01,1.1,3.6553934925468825,0.845,888.9992037334546,4.1593333333333335,3.82602456,True,16.24996053670087,1
4,1963,2614,1.0,1086.98,2149.38,1086.98,1086.98,5592.64,5592.64,1688.09,264.7,1.3891,4.9343,0.579,188079.41,0.3843,0.12,1,,88.3,2012.0,448.8967,496582.29,496555.92,16694.05,0,0.54,0.0,144.3437,2.2446,0.0,628.96,33.469,5.145117665458426,1.018,9823.198918887849,36.23266666666667,73.02070058000001,True,11.544925473479427,1
4,1930,2559,0.0,661.28,1472.99,661.28,0.0,3032.78,0.0,1147.12,77.76,1.2504,4.41,0.1164,165737.02,0.4857,0.04,1,,113.4,1988.0,234.0818,114536.74,114480.11,1629.08,0,0.43,0.0,0.0,169.804,0.0,411.57,7.6744,4.5862267118316,0.74,5487.675579360301,22.042666666666666,35.545608959999996,True,12.951823739275516,1
13,1960,2629,1.0,1925.8,5463.33,1925.8,0.0,9421.4,0.0,4951.7,511.63,1.1863,5.6226,0.3738,668614.5,0.5799,0.02,0,,328.95,2017.0,458.54,664048.14,664048.14,2.6111,0,1.45229996044562,0.0,0.0,76.78,0.0,535.65,0.33,4.892200643888255,0.752,16741.645594179725,64.19333333333333,175.01785096,True,12.14177510773346,1
13,1950,3012,,2256.96,2782.96,2256.96,0.0,9828.02,0.0,2432.26,350.7,1.5415,5.7459,0.0495,565168.54,0.2832,0.02,19,,250.0,2019.0,321.63,430928.83,430928.83,6501.5736,0,0.830166390778098,0.0,0.0,0.0,0.66,322.72,0.44,4.354538848716858,0.594,17998.422376236074,75.232,115.2883184,True,13.64093927362785,1
11,1950,2608,0.0,479.621,1534.3,479.62,0.0,3775.18,0.0,1355.73,84.32,1.0556,3.1,0.551,56839.18,0.4064,28.81,0,,239.6,2007.0,361.5963,131018.82,131018.82,17410.4581,0,5.279,0.0,0.0,154.9881,0.0,516.5844,0.0,7.871189691839373,0.755,6094.504576827456,15.987333333333334,33.85001176,True,7.546508510852464,1
4,1988,2463,3.0,360.2,773.09,360.2,360.2,1349.98,1349.98,187.44,86.98,1.2151,2.8943,0.6122,69061.4,0.5727,0.1,1,,44.03,1997.0,116.8782,35581.13,35563.48,1744.93,0,0.95,0.0,13.7902,117.9273,0.0,253.22,4.644,3.747862298722932,0.845,2590.2541295318274,12.006666666666666,9.59009116,True,15.84903480051556,1
13,1980,2659,0.0,2213.6,4178.53,2213.6,0.0,8602.52,0.0,3679.85,498.68,0.2172,1.3068,0.0417,497050.31,0.4857,0.02,19,,700.0,2000.0,127.47,166165.11,166165.11,6239.2312,0,0.939466780346621,0.0,0.0,24.54,0.0,153.32,1.31,3.886212504517528,0.589,16269.238792552314,73.78666666666666,29.018768879999996,True,15.284804917628788,1
4,1700,2943,0.0,49.73,269.89,49.73,0.0,285.12,0.0,261.48,6.03,1.6055,3.2216,0.468,40776.37,0.9466,0.01,1,,23.8,2010.0,682.41,26435.34,26435.34,67.6366,0,0.773278071626467,0.0,0.0,0.0,0.0,682.41,0.0,5.733360144781822,0.779,504.9156618296943,1.6576666666666666,8.78464776,True,10.360416666666666,1
4,1994,2426,2.0,426.49,703.82,426.49,426.49,1422.74,1422.74,649.82,54.0,0.8761,3.0,0.8988,82685.88,0.4947,0.04,1,,175.0,2022.0,116.93,40199.64,40199.64,612.0044,0,0.531476657254234,0.0,9.42,0.0,0.0,127.87,1.53,3.3359281577528193,0.806,2829.403055791088,14.216333333333331,14.626146040000002,True,17.80613885882171,1
11,1971,2617,0.0,2101.21,5348.22,2101.21,2101.21,7940.19,7940.19,4760.31,451.25,1.58,4.5389,0.52,398870.88,0.6736,0.1,0,,451.51,1991.0,638.1446,860007.24,859658.32,2822.5,0,4.8,0.0,13.8609,0.0178,0.0,665.1075,13.0843,3.778865510824715,0.641,15142.73403839294,70.04033333333334,191.3893685,True,15.719003449539622,1
13,1960,2509,1.0,1117.8,2672.31,1117.8,0.0,6535.4,0.0,2379.0,293.31,1.0691,5.7971,0.6708,321300.0,0.4089,0.02,0,,162.4,2004.0,296.65,237737.03,237737.03,1.1273,0,4.00000000000001,0.0,0.0,89.32,0.0,386.74,0.77,5.846663088208982,0.717,11148.974097791755,37.26,84.87472602,True,10.15964133794412,1
13,1960,2617,0.0,1868.34,3118.67,1868.34,0.0,7939.21,0.0,2779.33,321.01,1.1505,2.1701,0.2438,461778.9,0.3928,0.04,1,,285.0,2007.0,192.74,281002.32,281002.32,7217.7549,0,1.11976094348446,0.0,0.0,40.44,0.97,235.0,0.86,4.2493389854095085,0.78,14639.189722382584,62.278,77.88485932,True,13.978644726616375,1
8,2023,2542,1.0,436.285,1441.12,436.29,436.29,2620.66,2620.66,1367.68,73.43,0.1165,1.0,0.0522,59541.88,0.5499,3.73,4,,137.69,2023.0,18.919,45020.65,6499.95,6925.0351,3,0.9958,85.8169,101.1926,21.9768,0.0,356.8194,128.9141,6.0066927960760035,0.787,4455.837365209933,14.543,4.655294400000001,True,9.888969190967163,1
13,1960,2540,0.0,368.58,1090.41,368.58,0.0,1639.31,0.0,767.98,114.84,1.0703,2.6017,0.387,95201.21,0.6652,0.14,1,,96.8,2000.0,294.2893,82302.66,82210.0,2163.02,0,0.85,0.0,0.0,2.42,0.0,343.83,47.1212,4.447636876661783,0.758,2996.2509726454896,12.286,22.41496444,True,13.355406848003124,1
13,1990,2642,1.0,470.0,1057.55,470.0,0.0,1850.9,0.0,985.4,72.15,1.1274,3.5,0.4239,133164.0,0.5714,0.01,0,,150.0,1990.0,346.09,121151.39,121151.39,0.514,0,1.30859281603336,0.0,0.0,96.08,0.0,443.65,1.47,3.938085106382979,0.745,3496.192549892792,15.666666666666666,27.269299200000003,True,15.083472905073206,1
13,1969,3515,0.0,365.0,471.0,365.0,0.0,1468.8,0.0,418.08,49.92,0.6158,4.2278,0.166,105943.2,0.3207,0.02,0,,50.0,2017.0,183.24,51115.78,51115.78,1079.9053,0,0.92457648,0.0,0.0,0.0,0.0,183.24,0.0,4.024109589041096,0.764,2759.890933418286,12.166666666666666,9.3701088,True,14.761029411764708,1
13,1900,2743,0.0,643.39,1429.58,643.39,0.0,3263.33,0.0,1360.51,69.07,1.4573,1.0745,0.2057,234706.63,0.4381,13.68,0,,85.4,2022.0,491.8855,239466.96,239464.43,9507.8546,0,1.0184,0.0,0.0,13.8971,0.0,508.3564,2.5738,5.0720869146241006,0.757,5757.840834387283,21.44633333333333,41.13773876,True,11.711155782590176,1
4,1970,3096,1.0,720.59,1427.92,720.59,720.59,2833.24,2833.24,1148.36,59.02,1.4664,2.9618,0.2689,130892.23,0.504,0.04,0,,105.0,1991.0,279.1842,131552.97,131552.97,1813.82,0,0.5,0.0,28.4426,6.129,0.0,318.07,4.3062,3.931833636325788,0.654,5347.934183079519,24.01966666666667,37.175210799999995,True,15.10745506910816,1
12,1977,2608,0.0,214.43,800.07,214.43,0.0,878.5,0.0,767.08,33.0,1.2751,4.3908,0.5241,88328.84,0.9107,0.02,1,,44.9,2022.0,615.53,97901.53,97886.66,2168.6358,0,3.44,0.0,0.0,1181.65,0.0,1803.73,6.55,4.096908081891526,0.742,1647.3912668813336,7.147666666666667,22.46000216,True,14.498738759248718,1
13,1900,2553,0.0,445.527,568.26,445.53,0.0,1755.28,0.0,436.88,41.87,0.9754,2.7,0.1654,86131.1,0.3237,26.54,0,,443.9,2017.0,185.6606,53186.48,53179.54,3703.5991,0,2.7226,0.0,0.0,0.0,0.0,186.4399,0.7793,3.939757143177789,0.643,3315.78074429775,14.851,10.783635040000002,True,15.077071464381753,1
4,1930,2498,0.0,60.35,137.11,60.35,0.0,293.33,0.0,126.61,10.5,1.2497,2.7,0.0617,37246.25,0.4674,0.06,1,,69.6,2010.0,130.09,7234.84,7234.84,87.2406,0,0.447548333108295,0.0,0.0,0.0,0.0,130.09,0.0,4.860480530240265,0.922,536.2125268620387,2.0116666666666667,3.73149034,True,12.221013875157674,1
5,2000,2815,5.0,30992.2006,26272.77,30992.2,30992.2,152888.97,152888.97,22279.32,3974.31,0.7972,2.189,0.2048,3011237.02,0.1718,0.02,0,,8292.0,2000.0,122.76,2853671.64,2853671.64,28.9872,1,0.807546409609154,23.34,0.09,187.37,4.43,337.99,0.0,4.933143500622737,0.75,270896.401290967,1033.0733333333333,529.21676988,True,12.04100387359533,1
4,1900,3020,0.0,52.92,159.71,52.92,0.0,262.84,0.0,251.42,6.79,2.0549,4.6578,0.0539,42376.26,0.6076,0.02,1,,22.9,2017.0,490.08,19965.08,19960.78,0.0,0,4.00000000000001,0.0,0.0,122.8,0.0,615.87,3.0,4.966742252456537,0.77,479.80844381163314,1.764,10.965388399999997,True,11.959549535839294,1
13,1978,2608,0.0,2874.02,4609.47,2874.02,0.0,11593.91,0.0,3540.46,424.34,1.0598,1.3,0.3876,674538.32,0.3976,0.03,1,,350.0,2017.0,203.6256,464013.34,463960.65,19117.01,0,1.27,0.0,0.0,16.1645,0.0,221.56,1.7693,4.034039429092352,0.793,21686.552505884178,95.80066666666669,86.07643016,True,14.724694947606114,1
5,2006,2617,0.0,3683.7,2272.0,3683.7,3683.7,15812.02,15812.02,2086.65,185.35,0.2968,2.7233,0.0179,362697.75,0.1437,0.02,0,,1110.0,2006.0,73.8,199649.96,199649.97,12004.6561,0,0.972793541429182,0.0,28.42,0.0,0.0,102.22,0.0,4.292428807991965,0.734,29062.642712780565,122.79,22.4816275,True,13.838319202733109,1
5,1930,2617,0.0,207.517,556.84,207.52,207.52,875.42,875.42,541.42,15.42,0.4927,1.5,0.0424,102720.1,0.6361,8.7,1,,460.0,2008.0,52.635,9407.82,9336.15,211.3343,0,0.4044,0.0,39.9875,45.043,0.0,162.108,24.4426,4.218484965304548,0.855,1628.7044471439754,6.917333333333334,5.797752679999999,True,14.08088460396153,1
13,1985,2614,0.0,1413.49,4794.66,1413.49,0.0,8159.31,0.0,4438.15,232.99,0.2793,1.1,0.0588,295039.51,0.5876,43.38,19,,144.0,2013.0,89.0222,175634.89,105921.2,10972.2241,1,2.7147,3.4195,0.0,26.1928,0.0,120.0504,1.4159,5.77245682671968,0.842,13953.480393735976,47.11633333333334,29.917285899999996,True,10.290245866378408,1
6,1962,2498,0.0,519.9,1827.58,519.9,0.0,3411.91,0.0,1447.36,75.66,1.2799,5.6681,0.379,146719.03,0.5356,0.07,1,,205.3,2008.0,464.89,153008.84,152996.1,2311.19,0,0.88,0.0,0.0,44.066,0.0,511.33,2.3646,6.562627428351606,0.633,5693.336099339317,17.33,45.6264902,True,9.051252817336916,1
13,1995,2617,0.0,2056.88,4173.63,2056.88,0.0,8556.32,0.0,3866.64,298.17,0.3474,2.7423,0.0324,794112.43,0.4878,0.01,0,,367.0,2007.0,113.5,176842.1,176827.4,5650.5749,0,0.86511278880109,0.0,0.0,71.17,0.61,185.74,0.46,4.1598537590914395,0.757,15869.507158176497,68.56266666666667,43.21884654000001,True,14.279348130972195,1
4,1960,2617,0.0,6426.53,7439.51,6426.53,6426.53,25913.48,25913.48,5646.18,765.27,1.0883,3.4097,0.2826,1107983.95,0.2871,425.76,0,,1395.6,1997.0,146.5084,624889.7,667346.24,25130.0184,3,1.0085,0.0,28.9339,56.4123,3.6796,238.793,3.2589,4.0322662463257775,0.709,48462.642767731224,214.21766666666664,175.08157626,True,14.731170109147827,1
11,1950,2928,0.0,127.02,333.17,127.02,0.0,581.18,0.0,405.76,24.51,1.0175,1.8943,0.1339,28132.58,0.5733,0.07,1,,32.0,2018.0,114.6575,12281.1,12237.96,1578.41,0,0.68,0.0,0.0,32.5689,0.0,163.97,16.7537,4.5754999212722405,0.84,1063.350840849088,4.234,9.185801860000002,True,12.982187962421282,1
13,1960,2724,0.0,352.72,1169.72,352.72,0.0,1530.46,0.0,1089.47,72.69,0.445,2.6667,0.0235,161328.15,0.7643,0.03,1,,47.2,2017.0,195.06,72312.84,72312.84,0.2757,0,0.865970806153846,0.0,0.0,58.74,7.14,260.95,0.0,4.339022454071218,1.051,2816.489935579268,11.757333333333332,13.57313146,True,13.68971943075938,1
13,1980,2633,1.0,1114.3,3074.22,1114.3,0.0,4583.0,0.0,2726.7,347.52,1.083,3.4866,0.1139,368239.49,0.6708,0.06,0,,697.6,1981.0,449.0,326649.91,326643.61,1.4532,0,1.32988603503346,0.0,0.0,88.44,0.0,538.58,1.15,4.112895988512968,0.653,8533.003029050811,37.14333333333333,83.29358664,True,14.442378354789438,1
8,2014,2676,1.0,209.62,383.63,209.62,104.81,1032.93,639.9,327.83,55.8,0.2856,1.6,0.0278,54421.95,0.3714,0.1,5,,68.2,2014.0,193.49,32738.55,32738.55,1612.7886,0,2.44250152040837,0.0,19.64,0.0,0.0,314.2,101.07,4.92763095124511,0.807,1845.387078900247,6.987333333333334,3.65816496,True,12.054474165722748,1
4,1950,2642,1.0,539.1,1211.9,539.1,0.0,2314.8,0.0,1129.6,82.3,1.1687,3.5,0.5224,152631.0,0.5235,0.01,0,,150.0,1990.0,272.14,105235.22,105235.22,0.2165,0,0.481859157821813,0.0,0.0,122.61,0.0,394.75,0.0,4.293823038397329,0.717,4265.2419342314715,17.970000000000002,32.1642704,True,13.833825816485229,1
8,1910,2678,0.0,672.047,1764.74,672.05,0.0,2708.67,0.0,1676.1,88.64,1.3393,1.7,0.2834,371567.1,0.6515,39.58,1,,69.2,2006.0,375.6926,233713.04,232925.63,12923.7367,0,0.5625,0.0,0.0,41.1712,0.0,453.3953,36.5316,4.03045904322595,0.923,5077.1548655017705,22.401666666666664,47.909774600000006,True,14.737775365769917,1
4,1930,2646,0.0,521.068,1221.75,521.07,0.0,2676.67,0.0,922.11,48.63,1.5737,1.6,1.08,158403.08,0.4564,27.79,1,,104.9,2021.0,285.8931,127788.79,127788.79,3367.3155,0,0.3635,0.0,0.0,0.0,0.0,285.8931,0.0,5.136872205269925,0.858,4711.269298786352,17.369000000000003,30.578650140000004,True,11.563456832556872,1
4,1963,2769,0.0,681.44,1169.45,681.44,0.0,2804.4,0.0,1096.01,73.44,1.1643,4.8233,0.1165,371180.61,0.417,0.04,0,,80.0,1996.0,195.52,96140.01,96140.01,994.4742,0,0.423018883601977,0.0,0.0,0.0,0.0,195.52,0.0,4.115402676684668,0.722,5225.35830105331,22.71466666666667,32.6061519,True,14.43358151476252,1
8,1960,2751,0.0,351.42,1259.77,351.42,351.42,2056.18,2056.18,1012.38,46.86,1.7809,2.2583,0.4259,94658.3,0.6127,0.05,1,,94.6,2007.0,661.396,205481.14,204905.18,11306.81,0,4.12,0.0,0.0,0.0,0.0,749.72,88.3243,5.85106140800182,0.882,3519.174424534083,11.714,38.175429599999994,True,10.152004201966756,1
6,1960,2910,0.0,167.5,472.45,167.5,0.0,825.88,0.0,337.98,24.76,1.3901,3.2299,0.3522,50725.71,0.5721,0.07,1,,24.42,2017.0,301.0745,37733.24,37718.51,1275.47,0,1.22,0.0,0.0,0.7224,0.0,306.81,5.0116,4.930626865671642,0.748,1478.2326557908136,5.583333333333333,10.99596644,True,12.047149706979225,1
4,1968,2570,1.0,440.2,636.6,440.2,0.0,1989.8,0.0,531.4,105.2,0.9219,3.0898,0.1832,87846.0,0.3199,0.04,0,,108.0,1990.0,102.78,32542.12,32506.23,0.1756,0,0.372055289891362,0.0,0.0,0.0,0.0,105.67,2.89,4.520218082689687,0.718,3618.687786031014,14.673333333333334,16.2988924,True,13.140958890340736,1
6,1990,2999,1.0,378.08,1227.56,378.08,0.0,2037.3,0.0,1144.06,83.5,0.5682,2.8,0.193,54632.65,0.6025,0.05,0,,70.0,2003.0,674.99,191866.96,191866.97,6601.6378,0,4.08018145884477,0.0,0.0,133.46,0.0,808.45,0.0,5.388542107490478,0.752,3550.273533299215,12.602666666666666,17.67709784,True,11.02338978059196,1
13,2003,3149,1.0,1098.1899,3996.1,1216.1,0.0,6568.16,0.0,3914.35,81.74,0.7601,2.8743,0.5513,489543.89,0.6084,0.03,0,,289.0,2003.0,212.4,166196.95,166196.97,0.0,2,0.858738281114098,49.0,0.0,44.16,0.0,452.51,146.95,5.401003206973111,0.643,11403.919443729446,40.53666666666666,64.20485434000001,True,10.997956809821927,1
11,1968,2614,0.0,244.623,1147.61,314.79,0.0,1767.04,0.0,1032.03,77.12,1.3758,3.6417,1.3137,47585.52,0.6495,35.95,0,,101.3,1997.0,544.9373,134174.66,134157.05,11525.1142,0,6.7481,0.0,0.0,74.1607,0.0,625.8205,6.7225,5.613393055687919,0.782,3053.7183962213276,10.493,34.01429556,True,10.581835159362551,1
