DPR412_classification,construction_year,degree_days,floors,net_area,heat_loss_surface,heated_usable_area,cooled_usable_area,heated_gross_volume,cooled_gross_volume,total_opaque_surface,total_glazed_surface,average_opaque_surface_transmittance,average_glazed_surface_transmittance,yie,Cm,surface_to_volume_ratio,Asol,system_type,energy_vectors_used,nominal_power,installation_year,EPh,QHnd,QHimp,total_effective_ventilation_flow,ventilation_type,air_changes,EPv,EPc,EPl,EPt,EPgl,EPw,Interfloor,system_performance,corridor,aereo,theoric_nominal_power,Area_check,air_changes_max,cluster
13,1970,2751,0.0,5657.602,8432.09,5657.6,0.0,26746.86,0.0,6018.83,1565.45,2.0275,2.395,1.926,1064771.29,0.3153,463.69,1,,830.0,2011.0,319.3392,1285712.28,1285281.51,44552.4847,0,2.0017,0.0,0.0,30.7698,0.0,355.291,5.182,4.727598274886877,0.711,47912.86744598745,188.58666666666667,319.0486115,True,12.564519349187158,1
4,1600,2617,0.0,7127.91,11442.78,7127.91,5515.99,39954.27,32057.44,10383.16,953.5,1.3875,4.3112,0.1107,1406581.93,0.2864,0.03,1,,2402.03,2019.0,169.01,809044.17,808556.42,1007.0615,1,0.600851971598795,104.09,12.43,135.72,1.07,428.51,6.17,5.605327508343961,0.671,68705.35342438548,237.597,370.347274,True,10.597061440491842,1
13,1970,2710,0.0,385.565,1332.07,385.57,0.0,1970.07,0.0,1253.89,78.19,0.7058,1.6404,0.4963,56324.86,0.6762,39.53,1,,53.5,2012.0,235.4111,77040.61,76982.46,2748.7049,0,0.9362,0.0,0.0,24.2693,0.0,267.9167,8.2362,5.109500220452836,0.848,3475.9957099636845,12.852333333333332,20.26516876,True,11.625403158263412,1
4,1990,2717,0.0,446.4,659.98,446.4,0.0,1699.29,0.0,518.84,68.86,0.9643,1.5303,0.552,89993.92,0.3884,0.07,1,,32.1,2017.0,71.3346,27923.96,27885.41,1085.73,0,0.48,0.0,0.0,41.1371,0.0,116.48,4.0006,3.806653225806451,0.876,3242.6097271192793,14.88,12.113877400000002,True,15.604258249033418,1
10,2019,3578,1.0,547.3,1852.5,547.3,0.0,2210.1,0.0,1613.5,239.0,0.8999,3.1092,0.0264,201937.5,0.8382,0.13,0,,110.0,2019.0,335.46,204674.01,204674.01,0.5199,0,1.00584,0.0,0.0,0.0,0.0,790.38,454.92,4.0381874657409105,1.115,4142.609911234432,18.243333333333332,43.901748999999995,True,14.709569702728384,1
13,1800,3012,3.0,186.96,191.27,186.96,0.0,1008.2,0.0,271.05,32.5,1.0808,3.7934,0.0547,36726.16,0.1897,0.02,0,,31.0,2000.0,310.71,44236.76,44236.76,0.0001,0,1.49245617315079,0.0,0.0,0.0,0.0,311.53,0.82,5.3925973470261015,0.762,1764.799807544954,6.232,8.3247268,True,11.015100178536006,1
13,1965,2505,0.0,723.2,1751.0,723.2,0.0,2919.6,0.0,1576.04,173.26,1.1695,2.2,0.2286,244704.24,0.5997,0.05,0,,114.4,1996.0,286.41,137058.85,137058.85,0.5539,0,0.872516238803596,0.0,0.0,95.74,0.0,382.15,0.0,4.037057522123893,0.662,5469.041405124511,24.10666666666667,44.4870156,True,14.71368680641184,1
13,1950,2870,0.0,4407.317,10100.19,4407.32,769.75,21037.3,3170.16,8170.83,751.48,1.3806,4.4456,0.4917,680325.93,0.4801,595.94,1,,920.0,2012.0,364.0462,1194735.43,1247414.16,37944.8475,0,2.2606,0.0,2.4152,43.1511,1.1703,411.7581,0.9752,4.773263570605266,0.777,37596.163821719565,146.91066666666666,292.42854772000004,True,12.44431595309284,1
11,1965,2542,0.0,141.099,475.91,141.1,141.1,711.79,711.79,366.71,24.18,1.7047,2.8,0.417,45532.19,0.6686,12.91,1,,27.6,2017.0,613.6522,64930.44,64909.18,3804.4119,0,7.3367,0.0,14.0781,39.2176,0.0,676.2145,9.2666,5.044578313253012,0.75,1269.356835714953,4.703333333333333,13.856690739999998,True,11.77501791258658,1
4,1940,2498,0.0,793.36,2295.35,793.36,0.0,4280.85,0.0,1796.6,79.26,1.2398,4.7683,0.1647,218841.33,0.5362,0.05,1,,205.3,2008.0,689.6031,386291.6,386224.22,4922.16,0,4.72,0.0,0.0,0.167,0.0,697.96,8.1958,5.395848038721388,0.706,7439.859172023141,26.445333333333338,52.10720276,True,11.008464206874802,1
4,1985,2598,0.0,128.0,336.2,128.0,0.0,495.0,0.0,314.99,21.27,0.9098,2.7466,0.3165,46834.8,0.6792,10.91,1,,25.7,2018.0,142.8942,13792.43,13781.63,312.3763,0,0.8135,0.0,0.0,46.6587,0.0,196.1682,6.6154,3.8671875,0.753,948.4387718023256,4.266666666666667,6.899961680000001,True,15.36,1
6,1900,2975,0.0,434.707,1706.89,434.71,0.0,3424.06,0.0,1643.43,63.46,1.4283,5.5738,2.1,140204.97,0.4985,41.78,0,,440.6,1989.0,1206.4146,331416.35,331409.67,15597.022,0,5.9371,0.0,0.0,86.2986,0.0,1294.1959,1.4828,7.876653401117987,0.632,5529.230037722734,14.490333333333332,54.02048833999999,True,7.541273809454273,1
8,1968,2509,0.0,144.49,342.05,144.49,144.49,517.22,517.22,258.96,38.52,1.0637,5.2959,0.5983,32631.51,0.6613,0.14,1,,113.0,2015.0,352.9969,42483.17,42015.37,3221.44,0,2.71,0.0,26.6955,83.7405,0.0,621.7,158.2686,3.5796248875354695,0.824,1012.8671692362498,4.816333333333334,9.5890764,True,16.593917481922585,1
4,1930,2846,0.0,110.0,503.4,110.0,0.0,618.0,0.0,473.8,9.56,0.8855,1.9842,0.0105,32076.65,0.8146,3.69,1,,57.5,2017.0,309.7425,28433.33,28423.96,419.576,0,0.9101,0.0,0.0,148.6624,0.0,462.2973,3.8924,5.618181818181818,0.834,1078.7615221987314,3.6666666666666665,8.77037704,True,10.572815533980584,1
8,1900,2617,0.0,82.88,243.6,82.88,0.0,460.44,0.0,160.25,28.41,1.2467,4.8287,0.2086,22385.44,0.5291,0.16,1,,31.0,2011.0,385.033,40550.12,40247.4,2700.9,0,4.66,0.0,0.0,0.0,0.0,659.26,274.2234,5.555501930501931,1.261,809.8385988147617,2.7626666666666666,6.73934084,True,10.692103205629396,1
13,1800,2537,0.0,1123.534,2187.23,1123.53,0.0,4386.92,0.0,2098.68,88.55,0.7849,2.4127,0.0394,435607.37,0.4986,43.57,1,,170.0,2011.0,209.8734,192949.33,192945.39,10578.5344,0,1.4575,0.0,0.0,29.7411,5.5137,245.9652,0.8369,3.9045864373893,0.818,8290.900658536973,37.451,37.21797034,True,15.21287873952568,1
11,1958,2559,0.0,180.53,620.28,180.53,0.0,771.14,0.0,509.92,33.24,0.9879,2.802,1.0598,39211.22,0.8044,0.11,1,,32.0,2018.0,156.2992,21102.49,21054.91,2223.77,0,0.65,0.0,0.0,96.4051,0.0,270.08,17.3822,4.271533817094111,0.746,1431.4498727691116,6.017666666666667,11.93776896,True,13.90601187851752,1
13,1959,2584,0.0,998.97,2231.2,980.97,0.0,4093.28,0.0,1824.14,230.63,1.2897,4.0198,0.264,231910.63,0.5451,0.03,0,,200.0,2000.0,331.6518,221790.96,221702.06,9654.57,0,1.6,0.0,0.0,17.1192,0.0,356.48,7.7103,4.172686218742673,0.681,7591.85751602057,32.699,65.59359664,True,14.235434175038112,1
5,2020,2688,2.0,396.59,709.31,396.59,396.59,1652.56,1652.56,532.19,64.89,0.213,2.7936,0.1572,68953.85,0.4292,0.08,5,,18.58,2020.0,31.9136,14653.11,14284.25,1293.34,2,1.03,40.5234,46.3754,34.968,0.0,189.87,36.0815,4.166923018734714,1.129,3073.6552651802353,13.219666666666663,5.89266348,True,14.2551229607397,1
7,2010,2664,1.0,3857.449,3644.85,3857.45,3857.45,13653.88,13653.88,3459.07,185.78,0.9126,2.0,0.1371,601593.32,0.2669,113.57,19,,500.0,2008.0,58.0203,331994.06,158659.14,23482.3751,1,0.9627,0.0,36.0204,30.9881,0.0,125.0594,0.0306,3.539612956746037,0.709,26558.64914894776,128.58166666666665,70.56614564,True,16.781495809249822,1
8,1900,3781,0.0,222.46,940.71,222.46,0.0,1245.55,0.0,915.71,27.64,2.1315,3.4884,0.3724,69604.03,0.7553,0.02,31,,105.0,1980.0,1066.5,162149.19,162149.19,657.0908,2,2.00408117115479,47.65,0.0,36.06,0.0,1237.94,87.74,5.5989840870268806,0.683,2158.664704199065,7.415333333333334,40.96510481999999,True,10.609067480229616,1
13,1985,2580,0.0,800.42,217.2,800.42,0.0,4597.55,0.0,1862.86,91.32,0.2904,1.0,0.0568,100122.17,0.0472,39.61,1,,228.0,2019.0,139.0359,92791.6,92783.27,8275.59,0,1.41,0.0,0.0,17.1581,0.0,156.9387,0.7447,5.743921940980986,0.834,7878.439362722169,26.680666666666664,12.645890879999998,True,10.341366162412587,1
6,1913,2617,0.0,710.3,1637.52,728.6,480.5,4486.9,3422.0,2470.52,54.4,0.9139,4.0785,0.0379,214131.33,0.365,0.0,1,,225.0,2017.0,227.8,198657.46,172844.23,0.0937,2,4.08000000000001,178.79,127.39,66.32,0.4,612.0,11.29,6.158248696129563,1.041,7576.817381747303,24.28666666666667,49.59357255999999,True,9.645599411620497,1
13,2006,2762,0.0,796.77,1562.17,796.77,0.0,3406.76,0.0,1445.44,116.73,0.2598,1.3716,0.0665,333114.6,0.4585,0.01,5,,186.5,2023.0,86.17,57377.21,57377.21,2220.201,0,0.923631169952248,0.0,0.0,64.65,0.61,152.13,0.71,4.275713192012752,0.836,6278.420550428752,26.559,10.7126436,True,13.892419190080895,1
13,1950,2608,0.0,2801.54,5281.46,2801.54,0.0,13955.83,0.0,4705.59,570.25,1.5636,2.994,0.3388,659492.75,0.3784,0.04,1,,626.2,1992.0,412.33,816007.27,815969.99,16049.54,0,1.51172776302833,0.0,0.0,65.82,0.35,479.05,0.54,4.981485183149268,0.706,24681.862440045577,93.38466666666666,181.29978048,True,11.924154708104068,1
8,1940,2600,1.0,240.0,529.8,240.0,0.0,1068.5,0.0,511.9,17.94,1.0621,3.3466,0.3517,99054.06,0.4958,11.27,1,,35.18,2011.0,207.8895,37085.64,37085.64,878.52,0,0.5207,0.0,0.0,23.6432,0.0,231.5327,0.0,4.452083333333333,0.743,1957.0926841085272,8.0,12.07453988,True,13.34206832007487,1
8,1950,3012,0.0,214.9,660.8,214.9,0.0,995.05,0.0,469.66,34.75,1.4258,3.9572,0.1297,66307.9,0.6641,0.07,1,,248.0,2012.0,304.4384,72418.0,72215.68,4939.35,0,2.58,0.0,0.0,22.5218,0.0,393.75,66.7849,4.630293159609121,1.104,1805.4079337423937,7.163333333333333,16.143078560000003,True,12.828561378825189,1
4,1960,2900,2.0,382.202,642.94,382.2,198.09,1356.96,696.78,608.02,34.92,1.4159,2.2639,0.2329,212587.11,0.4738,12.66,1,,61.1,2016.0,187.6695,58191.9,58159.07,1916.0428,0,1.1099,0.0,13.8745,0.0,0.0,205.8942,4.3502,3.550392464678179,0.811,2646.549782045197,12.74,18.799018119999996,True,16.730544747081712,1
7,1900,2964,2.0,435.0,1145.88,435.0,0.0,2137.58,0.0,813.19,97.68,1.133,3.2321,0.0752,90837.24,0.5361,0.01,0,,89.0,2015.0,373.5398,114635.46,114597.79,5420.2,0,1.79,0.0,0.0,41.7241,0.0,423.88,8.6219,4.913977011494253,0.705,3805.6625511895218,14.5,24.74111596,True,12.087968637431114,1
8,1985,2568,0.0,138.09,218.17,138.09,0.0,563.07,0.0,155.19,34.5,1.3853,6.0394,0.516,37083.46,0.3875,0.1,1,,22.7,2008.0,564.4963,61118.32,60971.93,4481.9,0,5.65,0.0,0.0,19.3531,0.0,767.98,184.1293,4.0775581142733,0.782,1061.6524417846804,4.603,8.466880139999999,True,14.5675422238798,1
13,1996,3113,0.0,841.3,2546.1,841.3,0.0,3143.65,0.0,2485.51,133.74,0.3059,1.4806,0.1568,310813.14,0.8099,0.01,0,,121.0,2005.0,51.13,33059.36,33059.36,0.0,2,0.866272172086321,22.94,0.0,20.23,0.0,98.96,4.66,3.736657553785808,0.769,6022.29911994818,28.043333333333333,19.16665906,True,15.896559731522272,1
4,1900,2835,0.0,365.0,1488.18,365.0,0.0,2146.73,0.0,1159.54,50.24,1.0175,3.005,0.2059,94532.72,0.6932,0.05,1,,72.6,2007.0,298.0826,88669.91,88644.06,1801.31,0,0.73,0.0,0.0,52.386,0.0,355.68,5.2253,5.88145205479452,0.815,3669.3696274822128,12.166666666666666,26.616062999999997,True,10.099546752502643,1
4,1980,2563,0.0,274.22,254.31,274.22,258.71,1037.41,969.72,152.02,59.98,1.2527,3.1039,0.5039,57323.7,0.2451,0.1,0,,135.0,2007.0,86.4915,16089.56,16076.81,1329.69,1,0.95,3.8653,59.2102,661.5275,0.0,820.22,9.1314,3.783130333309022,0.678,1987.6431894495397,9.140666666666668,7.53214752,True,15.7012830028629,1
4,1900,2565,0.0,56.35,128.08,56.35,0.0,337.7,0.0,95.35,8.37,0.4621,3.5374,0.0429,14686.8,0.3793,0.04,1,,21.0,2017.0,89.0494,3526.78,3524.12,135.54,0,0.33,0.0,0.0,4.1614,0.0,104.16,10.9565,5.992901508429458,0.702,590.1186270059085,1.8783333333333336,1.4733854599999998,True,9.911726384364822,1
4,1800,2751,0.0,1105.4,3069.16,1105.4,0.0,6528.3,0.0,2847.05,221.45,1.3776,2.0544,0.1205,471578.25,0.4701,0.04,1,,112.0,2016.0,199.32,1111165.96,1111165.96,0.4372,0,0.790949290814452,0.0,0.0,30.94,1.37,233.95,2.31,5.905825945359146,5.043,11112.86631504538,36.84666666666667,87.54085919999999,True,10.057864987822253,1
4,1970,2463,0.0,121.0,243.64,121.0,121.0,516.8,516.8,201.88,41.76,1.2268,1.5,0.2558,11896.56,0.4714,24.98,1,,638.67,2011.0,192.2826,14605.58,14594.93,585.9633,0,1.3452,0.0,63.0187,56.7523,0.0,346.046,33.9924,4.271074380165289,0.627,963.5775642257672,4.033333333333333,6.20612768,True,13.907507739938085,1
13,1939,3056,0.0,1119.711,2929.74,1119.71,0.0,5851.05,0.0,2168.45,247.67,1.6554,2.9794,0.1628,391786.93,0.5007,128.13,1,,208.6,2006.0,471.3589,375874.92,375864.42,14957.6776,0,1.0281,0.0,0.0,28.6235,1.5999,503.0539,1.4716,5.225504818211858,0.712,10238.77488654766,37.32366666666667,86.55120255999998,True,11.3673227882175,1
13,2018,2743,0.0,468.09,2097.25,468.09,0.0,2331.46,0.0,1824.14,77.4,0.1825,1.24,0.0348,132184.42,0.8995,0.02,31,,48.1,2018.0,65.0514,25432.57,25225.56,2805.24,1,0.77,50.4957,0.0,18.3057,0.0,150.23,16.3719,4.980794291696042,0.828,4135.9364138828405,15.603,8.577631,True,11.925808720715777,1
4,1982,2845,0.0,233.526,506.79,233.53,0.0,811.66,0.0,386.94,22.67,1.7179,3.1,0.4916,75265.21,0.6244,11.08,1,,33.8,2004.0,321.5307,53700.59,53689.53,1609.6217,0,2.4,0.0,0.0,23.2951,0.0,347.8028,2.977,3.475613411553119,0.715,1597.7166851958996,7.784333333333333,14.700024520000005,True,17.090508340930935,1
13,1900,2751,1.0,2686.18,8875.84,3373.18,0.0,25198.4,0.0,8367.37,508.47,0.2762,1.5046,0.0156,357118.76,0.3522,63.44,5,,1117.0,2012.0,142.1564,329798.25,329716.03,45871.758,0,1.49384885788632,0.0,0.0,23.0651,0.8157,169.2985,3.2613,7.470220978423921,0.688,40915.759655183334,112.43933333333332,61.522231119999994,True,7.951572004571718,1
12,1960,2964,0.0,116.5,446.16,116.5,0.0,423.59,0.0,373.07,20.22,1.907,4.7502,1.2657,20111.82,1.0533,0.06,0,,65.0,2015.0,774.6653,61781.37,61749.86,1451.62,0,2.25,0.0,0.0,0.0,0.0,971.46,196.7838,3.6359656652360512,0.684,827.6596799414446,3.8833333333333337,16.14987068,True,16.336787931726434,1
4,1900,2463,1.0,70.85,69.04,70.85,0.0,402.65,0.0,39.9,11.23,1.0456,2.5807,0.0619,23673.46,0.1715,0.03,1,,424.35,2012.0,71.5922,3964.52,3958.28,171.62,0,0.36,0.0,0.0,26.5327,61.441,168.07,8.5086,5.683133380381087,0.78,707.1497877380425,2.3616666666666664,1.41401402,True,10.451980628337266,1
5,1985,2621,0.0,1720.75,2380.77,1720.75,0.0,7178.74,0.0,2074.79,305.98,1.6136,1.1,0.7522,298822.7,0.3316,158.37,1,,190.1,2015.0,122.0194,178439.97,178418.85,2710.7835,0,0.5251,0.0,0.0,65.8086,4.2851,192.5112,0.3981,4.1718669184948425,0.85,13305.791027112076,57.358333333333334,73.68918287999999,True,14.23822982863288,1
11,1990,2701,0.0,165.78,1582.53,556.09,103.8,1787.29,214.32,1550.92,22.97,1.144,1.3,0.513,245925.94,0.8854,0.0,3,,216.6,1994.0,357.93,132090.67,114928.42,0.6298,0,3.44,0.0,0.0,14.04,0.0,374.16,2.18,3.214030103040874,0.577,3595.4017027122236,18.536333333333335,36.0822696,True,18.481469711126906,1
5,1974,2733,0.0,3311.56,5576.63,3311.56,2207.68,11969.17,8063.19,5073.08,167.69,1.4078,3.4221,0.4058,1019938.42,0.4659,0.02,1,,454.0,2018.0,240.957,618341.09,617756.47,14243.01,0,1.09,0.0,0.0102,13.8396,0.0,265.71,10.9082,3.614359999516844,0.774,23131.947576122584,110.38533333333334,154.31467945999998,True,16.434444827836852,1
13,1950,2541,0.0,554.46,1107.97,554.46,0.0,2488.28,0.0,903.45,59.82,0.8034,4.3724,0.3658,95021.48,0.4453,0.04,1,,73.0,2018.0,157.0045,71125.28,67798.78,3264.99,0,0.9,0.0,0.0,46.2296,0.0,227.03,23.7858,4.4877538505933705,0.779,4530.3508584510055,18.482000000000003,19.74777396,True,13.236020062050896,1
8,2001,2575,0.0,266.8,644.6,266.8,219.0,1007.3,835.1,536.19,27.81,1.5199,2.9,0.4502,31124.35,0.6399,12.61,1,,41.2,2001.0,621.0066,133434.06,132858.42,8753.452,0,10.7563,0.0,0.0,117.0465,0.0,891.243,153.1899,3.7754872563718136,0.802,1931.4256865753168,8.893333333333334,17.912083620000004,True,15.733068599225655,1
7,1940,2810,0.0,284.655,689.45,284.66,150.18,1121.23,595.63,518.35,21.18,1.5031,2.8,0.1022,81663.98,0.6149,7.09,0,,60.1,2003.0,622.1877,124844.2,124837.28,8599.3422,0,5.7702,0.0,0.0,34.3462,0.0,658.0317,1.4978,3.938839317080025,0.705,2122.4498512845735,9.488666666666669,16.7687177,True,15.08058471500049,1
13,2022,2762,0.0,637.28,2307.65,637.28,0.0,3840.02,0.0,2151.57,156.08,0.2454,1.1702,0.0721,254130.57,0.6009,0.06,5,,186.5,2023.0,102.83,55339.01,55339.01,1775.7317,0,0.932448203007239,0.0,0.0,57.35,0.0,168.67,8.5,6.025640220938991,0.844,6516.406843143436,21.242666666666665,14.212801880000002,True,9.857873656908035,1
4,1993,3083,0.0,206.35,862.55,206.35,0.0,906.09,0.0,761.15,99.43,0.8862,1.8552,0.2982,74751.35,0.952,0.04,0,,50.0,2005.0,340.94,51762.13,51762.14,306.1547,0,0.496185722006689,0.0,0.0,38.21,0.0,382.46,3.3,4.391034649866731,0.736,1667.5849644147163,6.878333333333333,17.17987332,True,13.527563487070818,1
13,1932,2668,0.0,449.493,962.77,449.49,0.0,2703.43,0.0,702.88,64.9,1.8338,5.8,0.1627,143224.64,0.3561,44.88,1,,70.1,2017.0,318.3107,102555.81,99430.78,3717.2388,0,1.881,0.0,0.0,14.6383,0.0,388.943,55.994,6.014438585952968,0.695,4594.769439788866,14.983,33.30722688,True,9.876233525558272,1
13,1800,2537,0.0,407.38,927.51,407.38,0.0,1649.87,0.0,891.8,35.71,1.0004,2.5904,0.0543,198192.04,0.5622,19.32,1,,105.0,2011.0,236.2393,78495.66,78469.01,2829.4684,0,1.0395,0.0,0.0,36.2535,15.2065,355.3092,67.6099,4.049953360498797,0.815,3093.0542011667676,13.579333333333333,19.69319808,True,14.666835568863002,1
7,1800,2537,1.0,431.925,905.16,431.93,0.0,1689.09,0.0,876.36,28.8,0.6471,2.8,0.0735,215955.98,0.5359,15.89,1,,31.7,2017.0,138.7277,50321.82,50320.09,3297.8773,0,4.08,0.0,0.0,33.1518,14.3424,187.6584,1.4365,3.9105642117935777,0.84,3198.025878681892,14.397666666666668,12.95465112,True,15.189623998721206,1
13,1965,3029,,516.51,1911.64,723.13,0.0,3339.77,0.0,1754.49,153.91,1.1764,4.0513,0.7035,163482.19,0.5724,0.04,1,,130.0,2018.0,310.13,179123.77,179123.77,1657.2596,0,0.951237517307324,0.0,0.0,153.04,0.0,463.17,0.0,4.618491834110049,0.799,6030.860979378299,24.104333333333333,53.75035238,True,12.861341349853433,1
8,1930,2831,0.0,167.2,414.87,167.2,0.0,724.81,0.0,292.22,24.92,1.2305,3.439,0.0759,39123.02,0.5724,0.05,1,,29.4,2009.0,416.5706,45987.47,45826.93,3849.35,0,2.61,0.0,0.0,531.2095,0.0,1012.65,64.8745,4.334988038277512,0.658,1341.0369020993285,5.573333333333333,8.9055318,True,13.702459955022697,1
13,1975,2463,1.0,696.0,1477.7,696.0,77.3,2893.9,321.1,2019.92,116.68,1.3148,5.3028,0.431,232520.8,0.5106,0.02,4,,260.82,2010.0,312.66,158904.63,144166.68,0.0001,0,0.811489253693587,0.0,0.0,0.0,0.0,312.93,0.27,4.1579022988505745,0.662,5376.309365811279,23.2,65.49043040000001,True,14.286049967172328,1
13,1930,2584,0.0,260.95,695.41,260.95,0.0,1455.6,0.0,608.87,82.86,1.5546,4.1242,0.3309,85470.28,0.4778,0.04,1,,78.0,2021.0,437.32,92551.1,92491.73,742.0486,0,0.758271537803876,0.0,0.0,52.98,9.7,513.69,13.7,5.578080091971642,0.81,2521.9144728340543,8.698333333333332,25.76561028,True,10.648825226710636,1
5,2018,2617,1.0,3154.6001,6286.25,3154.6,3154.6,16048.93,16048.93,5997.78,273.78,0.7786,1.5118,0.4535,811819.41,0.3917,0.01,4,,222.8,2018.0,83.36,158961.23,158961.23,0.0,2,0.808649698466901,4.03,11.54,303.85,0.0,402.78,0.0,5.08746909275344,0.604,28236.575275495317,105.15333333333334,101.67544224,True,11.675746607406223,1
4,1850,2570,0.0,1398.36,3157.79,1398.36,397.87,7628.04,2140.09,2980.61,137.76,1.5002,3.6757,0.1012,534400.97,0.414,83.12,0,,295.4,1986.0,347.9056,333415.71,333307.12,7513.5499,0,0.8254,0.0,1.6104,38.6789,3.739,399.4278,7.4939,5.454990131296662,0.685,13211.44497039389,46.611999999999995,99.55751108,True,10.889112275237151,1
13,1965,2617,0.0,1620.15,2660.31,1620.15,0.0,7317.86,0.0,2425.95,215.25,0.2412,0.988,0.0146,166971.64,0.3635,0.01,1,,223.2,2020.0,67.01,98082.13,98082.13,4213.2282,2,4.08,20.36,0.0,11.94,0.62,99.93,0.0,4.516779310557664,0.903,13274.74235343555,54.005,15.9561228,True,13.150963533054748,1
4,1930,2996,1.0,76.94,263.79,76.94,0.0,418.63,0.0,252.21,7.8,1.2728,2.7264,0.1901,58815.29,0.6301,0.02,0,,24.0,2017.0,413.52,23706.21,23706.21,229.9265,0,0.956313709422624,0.0,0.0,135.52,0.0,549.04,0.0,5.440992981544061,0.745,740.9014285570353,2.5646666666666667,6.845576159999999,True,10.91712490743616,1
4,1990,2717,1.0,144.96,351.25,144.96,0.0,561.9,0.0,264.94,37.4,0.8588,1.7905,0.5385,26295.16,0.6251,0.11,1,,24.0,1990.0,154.2608,15743.61,15736.66,352.56,0,0.48,0.0,0.0,0.0,0.0,162.46,8.1999,3.876241721854304,0.704,1074.3468647004463,4.832,5.88990344,True,15.324121729845167,1
4,2020,2614,0.0,257.87,805.58,257.87,257.87,1351.01,1351.01,753.27,52.31,0.3144,1.3519,0.0974,101409.39,0.5963,0.02,5,,42.9,2022.0,107.89,22513.6,22408.15,552.7148,2,0.553672523958491,0.0,9.96,26.49,0.0,152.16,7.82,5.239112731221158,0.805,2374.7828420696324,8.595666666666666,6.15091954,True,11.337797647685806,1
6,1800,2964,2.0,201.5,729.03,201.5,0.0,1062.19,0.0,480.57,27.4,1.0657,3.9965,0.0143,51751.77,0.6863,0.01,0,,24.0,2010.0,377.7083,48950.21,48932.76,2510.73,0,2.03,0.0,0.0,0.0,0.0,426.83,49.1211,5.271414392059554,0.643,1867.8699020909075,6.716666666666667,12.43295098,True,11.268322993061505,1
4,1950,2554,0.0,311.39,607.56,311.39,311.39,1229.98,1229.98,460.15,50.58,1.2331,5.1931,0.4341,62235.65,0.494,0.04,1,,70.7,2013.0,194.4307,40055.52,40033.74,1514.01,1,0.96,13.6158,14.1582,554.1823,0.0,787.09,10.7118,3.949966280227368,0.661,2325.294627522853,10.379666666666669,16.60155926,True,15.038103058586318,1
11,1995,3056,0.0,635.136,2225.91,635.14,0.0,3965.37,0.0,1836.92,81.11,1.1326,2.9,0.2251,256065.86,0.5613,33.24,1,,87.6,2022.0,297.1389,122102.6,122092.42,8386.2635,0,1.44,0.0,0.0,39.0432,0.0,344.577,8.3949,6.243300689611739,0.647,6679.564785789766,21.171333333333333,46.31429184,True,9.514198170662512,1
4,1940,2737,3.0,820.66,1738.91,820.66,352.64,3858.19,1613.86,1253.33,154.74,1.3887,2.0754,0.9166,212704.78,0.4507,0.07,31,,128.0,2012.0,207.374,118481.09,118481.09,2009.1,0,0.44,0.0,11.0956,0.0,0.0,218.46,0.0,4.7013257621914075,0.696,6933.273124573397,27.35533333333333,41.23293534,True,12.634733903721694,1
13,1920,2830,0.0,2191.656,3663.28,2191.66,0.0,15486.28,0.0,3372.98,290.3,1.3795,2.8,0.2508,484142.18,0.2366,166.54,1,,440.2,2021.0,288.7432,466956.48,466956.48,20578.014,0,1.1841,0.0,0.0,49.9298,0.0,338.673,0.0,7.0660047635125895,0.738,25409.673208088985,73.05533333333332,109.3173182,True,8.406447771834165,1
4,1900,2617,0.0,497.562,1534.85,497.56,0.0,2755.12,0.0,1472.11,62.74,1.023,3.0003,0.0124,117308.18,0.5571,35.12,1,,129.8,2006.0,379.5984,143454.06,143399.59,5721.2063,0,0.4788,0.0,0.0,38.6178,46.9716,475.6712,10.4833,5.537261837768309,0.759,4766.223258381521,16.585333333333335,33.884147039999995,True,10.72732367374198,1
4,1985,3273,0.0,735.396,1506.93,735.4,0.0,3253.49,0.0,1173.53,77.54,1.0986,3.3084,0.5371,187972.81,0.4632,25.17,19,,100.0,2006.0,456.2632,245608.11,245567.94,12836.537,0,4.72,0.0,0.0,30.6521,4.3954,518.2705,26.9598,4.424109328256731,0.732,5941.775273721203,24.513333333333332,30.91546788,True,13.426431309148022,1
4,1930,2751,2.0,201.8,213.97,201.8,0.0,866.4,0.0,148.68,35.35,0.9707,2.3775,0.0669,55494.11,0.247,0.06,1,,288.0,2010.0,46.6175,7338.38,7323.48,486.95,0,0.47,0.0,0.0,60.6088,0.0,114.29,7.062,4.293359762140733,0.778,1604.53124207712,6.7266666666666675,4.567366020000001,True,13.83531855955679,1
8,1600,2463,0.0,294.8,1004.15,294.8,294.8,1552.9,1552.9,765.35,36.51,0.6744,3.0724,0.0521,89054.73,0.6466,0.03,4,,87.5,2015.0,276.2558,78754.38,59270.88,6489.26,0,2.26,0.0,39.5451,42.616,0.0,781.56,423.1369,5.26763907734057,0.728,2723.926948239774,9.826666666666666,12.566507280000002,True,11.27639899542791,1
4,1960,2617,1.0,164.15,168.66,164.15,0.0,635.29,0.0,97.56,39.89,0.9981,1.646,0.441,38505.97,0.2655,0.07,31,,230.0,2018.0,56.7726,8618.81,8611.79,791.57,0,0.93,0.0,0.0,7.3712,0.0,72.71,8.5595,3.870179713676515,0.924,1213.6859654976186,5.471666666666667,3.26067152,True,15.348124478584587,1
